title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
StarAI: Reducing incompleteness in the game of Bridge using PLP,"Bridge is a trick-taking card game requiring the ability to evaluate
probabilities since it is a game of incomplete information where each player
only sees its cards. In order to choose a strategy, a player needs to gather
information about the hidden cards in the other players' hand. We present a
methodology allowing us to model a part of card playing in Bridge using
Probabilistic Logic Programming.",cs.AI,cs.AI,1,Artificial Intelligence,Artificial Intelligence,V Ventos,"J Li, S Thepaut, V Ventos",3,http://arxiv.org/pdf/2001.08193v1,http://arxiv.org/abs/2001.08193v1,2020-01-22
"Automatic phantom test pattern classification through transfer learning
  with deep neural networks","Imaging phantoms are test patterns used to measure image quality in computer
tomography (CT) systems. A new phantom platform (Mercury Phantom, Gammex)
provides test patterns for estimating the task transfer function (TTF) or noise
power spectrum (NPF) and simulates different patient sizes. Determining which
image slices are suitable for analysis currently requires manual annotation of
these patterns by an expert, as subtle defects may make an image unsuitable for
measurement. We propose a method of automatically classifying these test
patterns in a series of phantom images using deep learning techniques. By
adapting a convolutional neural network based on the VGG19 architecture with
weights trained on ImageNet, we use transfer learning to produce a classifier
for this domain. The classifier is trained and evaluated with over 3,500
phantom images acquired at a university medical center. Input channels for
color images are successfully adapted to convey contextual information for
phantom images. A series of ablation studies are employed to verify design
aspects of the classifier and evaluate its performance under varying training
conditions. Our solution makes extensive use of image augmentation to produce a
classifier that accurately classifies typical phantom images with 98% accuracy,
while maintaining as much as 86% accuracy when the phantom is improperly
imaged.",eess.IV,"cs.NE, cs.LG, eess.IV, cs.CV, physics.med-ph",5,Image and Video Processing,"Neural and Evolutionary Computing, Machine Learning, Image and Video Processing, Computer Vision and Pattern Recognition, Medical Physics",Ehsan Samei,"Rafael B. Fricks, Justin Solomon, Ehsan Samei",3,http://arxiv.org/pdf/2001.08189v1,http://arxiv.org/abs/2001.08189v1,2020-01-22
"DeepEnroll: Patient-Trial Matching with Deep Embeddingand Entailment
  Prediction","Clinical trials are essential for drug development but often suffer from
expensive, inaccurate and insufficient patient recruitment. The core problem of
patient-trial matching is to find qualified patients for a trial, where patient
information is stored in electronic health records (EHR) while trial
eligibility criteria (EC) are described in text documents available on the web.
How to represent longitudinal patient EHR? How to extract complex logical rules
from EC? Most existing works rely on manual rule-based extraction, which is
time consuming and inflexible for complex inference. To address these
challenges, we proposed DeepEnroll, a cross-modal inference learning model to
jointly encode enrollment criteria (text) and patients records (tabular data)
into a shared latent space for matching inference. DeepEnroll applies a
pre-trained Bidirectional Encoder Representations from Transformers(BERT) model
to encode clinical trial information into sentence embedding. And uses a
hierarchical embedding model to represent patient longitudinal EHR. In
addition, DeepEnroll is augmented by a numerical information embedding and
entailment module to reason over numerical information in both EC and EHR.
These encoders are trained jointly to optimize patient-trial matching score. We
evaluated DeepEnroll on the trial-patient matching task with demonstrated on
real world datasets. DeepEnroll outperformed the best baseline by up to 12.4%
in average F1.",cs.AI,cs.AI,1,Artificial Intelligence,Artificial Intelligence,Jimeng Sun,"Xingyao Zhang, Cao Xiao, Lucas M. Glass, Jimeng Sun",4,http://arxiv.org/pdf/2001.08179v1,http://arxiv.org/abs/2001.08179v1,2020-01-22
Causality based Feature Fusion for Brain Neuro-Developmental Analysis,"Human brain development is a complex and dynamic process that is affected by
several factors such as genetics, sex hormones, and environmental changes. A
number of recent studies on brain development have examined functional
connectivity (FC) defined by the temporal correlation between time series of
different brain regions. We propose to add the directional flow of information
during brain maturation. To do so, we extract effective connectivity (EC)
through Granger causality (GC) for two different groups of subjects, i.e.,
children and young adults. The motivation is that the inclusion of causal
interaction may further discriminate brain connections between two age groups
and help to discover new connections between brain regions. The contributions
of this study are threefold. First, there has been a lack of attention to
EC-based feature extraction in the context of brain development. To this end,
we propose a new kernel-based GC (KGC) method to learn nonlinearity of complex
brain network, where a reduced Sine hyperbolic polynomial (RSP) neural network
was used as our proposed learner. Second, we used causality values as the
weight for the directional connectivity between brain regions. Our findings
indicated that the strength of connections was significantly higher in young
adults relative to children. In addition, our new EC-based feature outperformed
FC-based analysis from Philadelphia neurocohort (PNC) study with better
discrimination of the different age groups. Moreover, the fusion of these two
sets of features (FC + EC) improved brain age prediction accuracy by more than
4%, indicating that they should be used together for brain development studies.",cs.CV,"q-bio.NC, cs.CV, eess.IV",3,Computer Vision and Pattern Recognition,"Neurons and Cognition, Computer Vision and Pattern Recognition, Image and Video Processing",Yu Ping Wang,"Peyman Hosseinzadeh Kassani, Li Xiao, Gemeng Zhang, Julia M. Stephen, Tony W. Wilson, Vince D. Calhoun, Yu Ping Wang",7,http://arxiv.org/pdf/2001.08173v1,http://arxiv.org/abs/2001.08173v1,2020-01-22
"Q-Learning in enormous action spaces via amortized approximate
  maximization","Applying Q-learning to high-dimensional or continuous action spaces can be
difficult due to the required maximization over the set of possible actions.
Motivated by techniques from amortized inference, we replace the expensive
maximization over all actions with a maximization over a small subset of
possible actions sampled from a learned proposal distribution. The resulting
approach, which we dub Amortized Q-learning (AQL), is able to handle discrete,
continuous, or hybrid action spaces while maintaining the benefits of
Q-learning. Our experiments on continuous control tasks with up to 21
dimensional actions show that AQL outperforms D3PG (Barth-Maron et al, 2018)
and QT-Opt (Kalashnikov et al, 2018). Experiments on structured discrete action
spaces demonstrate that AQL can efficiently learn good policies in spaces with
thousands of discrete actions.",cs.LG,"stat.ML, cs.AI, cs.LG",3,Machine Learning,"Machine Learning, Artificial Intelligence, Machine Learning",Volodymyr Mnih,"Tom Van de Wiele, David Warde-Farley, Andriy Mnih, Volodymyr Mnih",4,http://arxiv.org/pdf/2001.08116v1,http://arxiv.org/abs/2001.08116v1,2020-01-22
"Accelerating supply chains with Ant Colony Optimization across range of
  hardware solutions","Ant Colony algorithm has been applied to various optimization problems,
however most of the previous work on scaling and parallelism focuses on
Travelling Salesman Problems (TSPs). Although, useful for benchmarks and new
idea comparison, the algorithmic dynamics does not always transfer to complex
real-life problems, where additional meta-data is required during solution
construction. This paper looks at real-life outbound supply chain problem using
Ant Colony Optimization (ACO) and its scaling dynamics with two parallel ACO
architectures - Independent Ant Colonies (IAC) and Parallel Ants (PA). Results
showed that PA was able to reach a higher solution quality in fewer iterations
as the number of parallel instances increased. Furthermore, speed performance
was measured across three different hardware solutions - 16 core CPU, 68 core
Xeon Phi and up to 4 Geforce GPUs. State of the art, ACO vectorization
techniques such as SS-Roulette were implemented using C++ and CUDA. Although
excellent for TSP, it was concluded that for the given supply chain problem
GPUs are not suitable due to meta-data access footprint required. Furthermore,
compared to their sequential counterpart, vectorized CPU AVX2 implementation
achieved 25.4x speedup on CPU while Xeon Phi with its AVX512 instruction set
reached 148x on PA with Vectorized (PAwV). PAwV is therefore able to scale at
least up to 1024 parallel instances on the supply chain network problem solved.",cs.NE,"cs.NE, cs.DC",2,Neural and Evolutionary Computing,"Neural and Evolutionary Computing, Distributed, Parallel, and Cluster Computing",Tatiana Kalganova,"Ivars Dzalbs, Tatiana Kalganova",2,http://arxiv.org/pdf/2001.08102v1,http://arxiv.org/abs/2001.08102v1,2020-01-22
ManyModalQA: Modality Disambiguation and QA over Diverse Inputs,"We present a new multimodal question answering challenge, ManyModalQA, in
which an agent must answer a question by considering three distinct modalities:
text, images, and tables. We collect our data by scraping Wikipedia and then
utilize crowdsourcing to collect question-answer pairs. Our questions are
ambiguous, in that the modality that contains the answer is not easily
determined based solely upon the question. To demonstrate this ambiguity, we
construct a modality selector (or disambiguator) network, and this model gets
substantially lower accuracy on our challenge set, compared to existing
datasets, indicating that our questions are more ambiguous. By analyzing this
model, we investigate which words in the question are indicative of the
modality. Next, we construct a simple baseline ManyModalQA model, which, based
on the prediction from the modality selector, fires a corresponding pre-trained
state-of-the-art unimodal QA model. We focus on providing the community with a
new manymodal evaluation set and only provide a fine-tuning set, with the
expectation that existing datasets and approaches will be transferred for most
of the training, to encourage low-resource generalization without large,
monolithic training sets for each new task. There is a significant gap between
our baseline models and human performance; therefore, we hope that this
challenge encourages research in end-to-end modality disambiguation and
multimodal QA models, as well as transfer learning. Code and data available at:
https://github.com/hannandarryl/ManyModalQA",cs.CL,"cs.CV, cs.CL, cs.AI",3,Computation and Language,"Computer Vision and Pattern Recognition, Computation and Language, Artificial Intelligence",Mohit Bansal,"Darryl Hannan, Akshay Jain, Mohit Bansal",3,http://arxiv.org/pdf/2001.08034v1,http://arxiv.org/abs/2001.08034v1,2020-01-22
Subjective Knowledge and Reasoning about Agents in Multi-Agent Systems,"Though a lot of work in multi-agent systems is focused on reasoning about
knowledge and beliefs of artificial agents, an explicit representation and
reasoning about the presence/absence of agents, especially in the scenarios
where agents may be unaware of other agents joining in or going offline in a
multi-agent system, leading to partial knowledge/asymmetric knowledge of the
agents is mostly overlooked by the MAS community. Such scenarios lay the
foundations of cases where an agent can influence other agents' mental states
by (mis)informing them about the presence/absence of collaborators or
adversaries. In this paper, we investigate how Kripke structure-based epistemic
models can be extended to express the above notion based on an agent's
subjective knowledge and we discuss the challenges that come along.",cs.MA,"cs.AI, cs.MA",2,Multiagent Systems,"Artificial Intelligence, Multiagent Systems",Deepak Khemani,"Shikha Singh, Deepak Khemani",2,http://arxiv.org/pdf/2001.08016v1,http://arxiv.org/abs/2001.08016v1,2020-01-22
A Neural Architecture for Person Ontology population,"A person ontology comprising concepts, attributes and relationships of people
has a number of applications in data protection, didentification, population of
knowledge graphs for business intelligence and fraud prevention. While
artificial neural networks have led to improvements in Entity Recognition,
Entity Classification, and Relation Extraction, creating an ontology largely
remains a manual process, because it requires a fixed set of semantic relations
between concepts. In this work, we present a system for automatically
populating a person ontology graph from unstructured data using neural models
for Entity Classification and Relation Extraction. We introduce a new dataset
for these tasks and discuss our results.",cs.AI,"cs.IR, cs.CL, cs.AI",3,Artificial Intelligence,"Information Retrieval, Computation and Language, Artificial Intelligence",Berthold Reinwald,"Balaji Ganesan, Riddhiman Dasgupta, Akshay Parekh, Hima Patel, Berthold Reinwald",5,http://arxiv.org/pdf/2001.08013v1,http://arxiv.org/abs/2001.08013v1,2020-01-22
ARAACOM: ARAbic Algerian Corpus for Opinion Mining,"Nowadays, it is no more needed to do an enormous effort to distribute a lot
of forms to thousands of people and collect them, then convert this from into
electronic format to track people opinion about some subjects. A lot of web
sites can today reach a large spectrum with less effort. The majority of web
sites suggest to their visitors to leave backups about their feeling of the
site or events. So, this makes for us a lot of data which need powerful mean to
exploit. Opinion mining in the web becomes more and more an attracting task,
due the increasing need for individuals and societies to track the mood of
people against several subjects of daily life (sports, politics,
television,...). A lot of works in opinion mining was developed in western
languages especially English, such works in Arabic language still very scarce.
In this paper, we propose our approach, for opinion mining in Arabic Algerian
news paper. CCS CONCEPTS $\bullet$Information systems~Sentiment analysis
$\bullet$ Computing methodologies~Natural language processing",cs.CL,"cs.IR, cs.CL, cs.AI",3,Computation and Language,"Information Retrieval, Computation and Language, Artificial Intelligence",Mahieddine Djoudi,"Zitouni Abdelhafid, Hichem Rahab, Abdelhafid Zitouni, Mahieddine Djoudi",4,http://arxiv.org/pdf/2001.08010v1,http://arxiv.org/abs/2001.08010v1,2020-01-22
