title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
"Adaptive Teaching of Temporal Logic Formulas to Learners with
  Preferences","Machine teaching is an algorithmic framework for teaching a target hypothesis
via a sequence of examples or demonstrations. We investigate machine teaching
for temporal logic formulas -- a novel and expressive hypothesis class amenable
to time-related task specifications. In the context of teaching temporal logic
formulas, an exhaustive search even for a myopic solution takes exponential
time (with respect to the time span of the task). We propose an efficient
approach for teaching parametric linear temporal logic formulas. Concretely, we
derive a necessary condition for the minimal time length of a demonstration to
eliminate a set of hypotheses. Utilizing this condition, we propose a myopic
teaching algorithm by solving a sequence of integer programming problems. We
further show that, under two notions of teaching complexity, the proposed
algorithm has near-optimal performance. The results strictly generalize the
previous results on teaching preference-based version space learners. We
evaluate our algorithm extensively under a variety of learner types (i.e.,
learners with different preference models) and interactive protocols (e.g.,
batched and adaptive). The results show that the proposed algorithms can
efficiently teach a given target temporal logic formula under various settings,
and that there are significant gains of teaching efficacy when the teacher
adapts to the learner's current hypotheses or uses oracles.",cs.AI,cs.AI,1,Artificial Intelligence,Artificial Intelligence,Ufuk Topcu,"Zhe Xu, Yuxin Chen, Ufuk Topcu",3,http://arxiv.org/pdf/2001.09956v1,http://arxiv.org/abs/2001.09956v1,2020-01-27
"Long term planning of military aircraft flight and maintenance
  operations","We present the Flight and Maintenance Planning (FMP) problem in its military
variant and applied to long term planning. The problem has been previously
studied for short- and medium-term horizons only. We compare its similarities
and differences with previous work and prove its complexity. We generate
scenarios inspired by the French Air Force fleet. We formulate an exact Mixed
Integer Programming (MIP) model to solve the problem in these scenarios and we
analyse the performance of the solving method under these circumstances. A
heuristic was built to generate fast feasible solutions, that in some cases
were shown to help warm-start the model.",cs.AI,"math.OC, cs.AI",2,Artificial Intelligence,"Optimization and Control, Artificial Intelligence",Nicolas Dupin,"Franco Peschiera, Olga Battaïa, Alain Haït, Nicolas Dupin",4,http://arxiv.org/pdf/2001.09856v1,http://arxiv.org/abs/2001.09856v1,2020-01-27
"What's happened in MOOC Posts Analysis, Knowledge Tracing and Peer
  Feedbacks? A Review","Learning Management Systems (LMS) and Educational Data Mining (EDM) are two
important parts of online educational environment with the former being a
centralised web-based information systems where the learning content is managed
and learning activities are organised (Stone and Zheng,2014) and latter
focusing on using data mining techniques for the analysis of data so generated.
As part of this work, we present a literature review of three major tasks of
EDM (See section 2), by identifying shortcomings and existing open problems,
and a Blumenfield chart (See section 3). The consolidated set of papers and
resources so used are released in
https://github.com/manikandan-ravikiran/cs6460-Survey. The coverage statistics
and review matrix of the survey are as shown in Figure 1 & Table 1
respectively. Acronym expansions are added in the Appendix Section 4.1.",cs.HC,"cs.CL, cs.AI, cs.HC",3,Human-Computer Interaction,"Computation and Language, Artificial Intelligence, Human-Computer Interaction",Manikandan Ravikiran,Manikandan Ravikiran,1,http://arxiv.org/pdf/2001.09830v1,http://arxiv.org/abs/2001.09830v1,2020-01-27
"One Explanation Does Not Fit All: The Promise of Interactive
  Explanations for Machine Learning Transparency","The need for transparency of predictive systems based on Machine Learning
algorithms arises as a consequence of their ever-increasing proliferation in
the industry. Whenever black-box algorithmic predictions influence human
affairs, the inner workings of these algorithms should be scrutinised and their
decisions explained to the relevant stakeholders, including the system
engineers, the system's operators and the individuals whose case is being
decided. While a variety of interpretability and explainability methods is
available, none of them is a panacea that can satisfy all diverse expectations
and competing objectives that might be required by the parties involved. We
address this challenge in this paper by discussing the promises of Interactive
Machine Learning for improved transparency of black-box systems using the
example of contrastive explanations -- a state-of-the-art approach to
Interpretable Machine Learning.
  Specifically, we show how to personalise counterfactual explanations by
interactively adjusting their conditional statements and extract additional
explanations by asking follow-up ""What if?"" questions. Our experience in
building, deploying and presenting this type of system allowed us to list
desired properties as well as potential limitations, which can be used to guide
the development of interactive explainers. While customising the medium of
interaction, i.e., the user interface comprising of various communication
channels, may give an impression of personalisation, we argue that adjusting
the explanation itself and its content is more important. To this end,
properties such as breadth, scope, context, purpose and target of the
explanation have to be considered, in addition to explicitly informing the
explainee about its limitations and caveats...",cs.LG,"cs.LG, stat.ML, cs.AI",3,Machine Learning,"Machine Learning, Machine Learning, Artificial Intelligence",Peter Flach,"Kacper Sokol, Peter Flach",2,http://arxiv.org/pdf/2001.09734v1,http://arxiv.org/abs/2001.09734v1,2020-01-27
Retrospective Reader for Machine Reading Comprehension,"Machine reading comprehension (MRC) is an AI challenge that requires machine
to determine the correct answers to questions based on a given passage. MRC
systems must not only answer question when necessary but also distinguish when
no answer is available according to the given passage and then tactfully
abstain from answering. When unanswerable questions are involved in the MRC
task, an essential verification module called verifier is especially required
in addition to the encoder, though the latest practice on MRC modeling still
most benefits from adopting well pre-trained language models as the encoder
block by only focusing on the ""reading"". This paper devotes itself to exploring
better verifier design for the MRC task with unanswerable questions. Inspired
by how humans solve reading comprehension questions, we proposed a
retrospective reader (Retro-Reader) that integrates two stages of reading and
verification strategies: 1) sketchy reading that briefly investigates the
overall interactions of passage and question, and yield an initial judgment; 2)
intensive reading that verifies the answer and gives the final prediction. The
proposed reader is evaluated on two benchmark MRC challenge datasets SQuAD2.0
and NewsQA, achieving new state-of-the-art results. Significance tests show
that our model is significantly better than the strong ALBERT baseline. A
series of analysis is also conducted to interpret the effectiveness of the
proposed reader.",cs.CL,"cs.CL, cs.AI, cs.IR",3,Computation and Language,"Computation and Language, Artificial Intelligence, Information Retrieval",Hai Zhao,"Zhuosheng Zhang, Junjie Yang, Hai Zhao",3,http://arxiv.org/pdf/2001.09694v1,http://arxiv.org/abs/2001.09694v1,2020-01-27
"Challenges and Countermeasures for Adversarial Attacks on Deep
  Reinforcement Learning","Deep Reinforcement Learning (DRL) has numerous applications in the real world
thanks to its outstanding ability in quickly adapting to the surrounding
environments. Despite its great advantages, DRL is susceptible to adversarial
attacks, which precludes its use in real-life critical systems and applications
(e.g., smart grids, traffic controls, and autonomous vehicles) unless its
vulnerabilities are addressed and mitigated. Thus, this paper provides a
comprehensive survey that discusses emerging attacks in DRL-based systems and
the potential countermeasures to defend against these attacks. We first cover
some fundamental backgrounds about DRL and present emerging adversarial attacks
on machine learning techniques. We then investigate more details of the
vulnerabilities that the adversary can exploit to attack DRL along with the
state-of-the-art countermeasures to prevent such attacks. Finally, we highlight
open issues and research challenges for developing solutions to deal with
attacks for DRL-based intelligent systems.",cs.LG,"cs.LG, cs.CR, cs.AI",3,Machine Learning,"Machine Learning, Cryptography and Security, Artificial Intelligence",Dusit Niyato,"Inaam Ilahi, Muhammad Usama, Junaid Qadir, Muhammad Umar Janjua, Ala Al-Fuqaha, Dinh Thai Hoang, Dusit Niyato",7,http://arxiv.org/pdf/2001.09684v1,http://arxiv.org/abs/2001.09684v1,2020-01-27
"Structural Information Learning Machinery: Learning from Observing,
  Associating, Optimizing, Decoding, and Abstracting","In the present paper, we propose the model of {\it structural information
learning machines} (SiLeM for short), leading to a mathematical definition of
learning by merging the theories of computation and information. Our model
shows that the essence of learning is {\it to gain information}, that to gain
information is {\it to eliminate uncertainty} embedded in a data space, and
that to eliminate uncertainty of a data space can be reduced to an optimization
problem, that is, an {\it information optimization problem}, which can be
realized by a general {\it encoding tree method}. The principle and criterion
of the structural information learning machines are maximization of {\it
decoding information} from the data points observed together with the
relationships among the data points, and semantical {\it interpretation} of
syntactical {\it essential structure}, respectively. A SiLeM machine learns the
laws or rules of nature. It observes the data points of real world, builds the
{\it connections} among the observed data and constructs a {\it data space},
for which the principle is to choose the way of connections of data points so
that the {\it decoding information} of the data space is maximized, finds the
{\it encoding tree} of the data space that minimizes the dynamical uncertainty
of the data space, in which the encoding tree is hence referred to as a {\it
decoder}, due to the fact that it has already eliminated the maximum amount of
uncertainty embedded in the data space, interprets the {\it semantics} of the
decoder, an encoding tree, to form a {\it knowledge tree}, extracts the {\it
remarkable common features} for both semantical and syntactical features of the
modules decoded by a decoder to construct {\it trees of abstractions},
providing the foundations for {\it intuitive reasoning} in the learning when
new data are observed.",cs.LG,"cs.LG, math.IT, cs.IT, cs.AI",4,Machine Learning,"Machine Learning, Information Theory, Information Theory, Artificial Intelligence",Angsheng Li,Angsheng Li,1,http://arxiv.org/pdf/2001.09637v1,http://arxiv.org/abs/2001.09637v1,2020-01-27
"Performance Analysis and Comparison of Machine and Deep Learning
  Algorithms for IoT Data Classification","In recent years, the growth of Internet of Things (IoT) as an emerging
technology has been unbelievable. The number of networkenabled devices in IoT
domains is increasing dramatically, leading to the massive production of
electronic data. These data contain valuable information which can be used in
various areas, such as science, industry, business and even social life. To
extract and analyze this information and make IoT systems smart, the only
choice is entering artificial intelligence (AI) world and leveraging the power
of machine learning and deep learning techniques. This paper evaluates the
performance of 11 popular machine and deep learning algorithms for
classification task using six IoT-related datasets. These algorithms are
compared according to several performance evaluation metrics including
precision, recall, f1-score, accuracy, execution time, ROC-AUC score and
confusion matrix. A specific experiment is also conducted to assess the
convergence speed of developed models. The comprehensive experiments indicated
that, considering all performance metrics, Random Forests performed better than
other machine learning models, while among deep learning models, ANN and CNN
achieved more interesting results.",cs.LG,"cs.LG, stat.ML, cs.AI",3,Machine Learning,"Machine Learning, Machine Learning, Artificial Intelligence",Masoumeh Rezaei,"Meysam Vakili, Mohammad Ghamsari, Masoumeh Rezaei",3,http://arxiv.org/pdf/2001.09636v1,http://arxiv.org/abs/2001.09636v1,2020-01-27
"Near real-time map building with multi-class image set labelling and
  classification of road conditions using convolutional neural networks","Weather is an important factor affecting transportation and road safety. In
this paper, we leverage state-of-the-art convolutional neural networks in
labelling images taken by street and highway cameras located across across
North America. Road camera snapshots were used in experiments with multiple
deep learning frameworks to classify images by road condition. The training
data for these experiments used images labelled as dry, wet, snow/ice, poor,
and offline. The experiments tested different configurations of six
convolutional neural networks (VGG-16, ResNet50, Xception, InceptionResNetV2,
EfficientNet-B0 and EfficientNet-B4) to assess their suitability to this
problem. The precision, accuracy, and recall were measured for each framework
configuration. In addition, the training sets were varied both in overall size
and by size of individual classes. The final training set included 47,000
images labelled using the five aforementioned classes. The EfficientNet-B4
framework was found to be most suitable to this problem, achieving validation
accuracy of 90.6%, although EfficientNet-B0 achieved an accuracy of 90.3% with
half the execution time. It was observed that VGG-16 with transfer learning
proved to be very useful for data acquisition and pseudo-labelling with limited
hardware resources, throughout this project. The EfficientNet-B4 framework was
then placed into a real-time production environment, where images could be
classified in real-time on an ongoing basis. The classified images were then
used to construct a map showing real-time road conditions at various camera
locations across North America. The choice of these frameworks and our analysis
take into account unique requirements of real-time map building functions. A
detailed analysis of the process of semi-automated dataset labelling using
these frameworks is also presented in this paper.",cs.CV,"cs.LG, stat.ML, eess.IV, cs.CV",4,Computer Vision and Pattern Recognition,"Machine Learning, Machine Learning, Image and Video Processing, Computer Vision and Pattern Recognition",Dat Pham,"Sheela Ramanna, Cenker Sengoz, Scott Kehler, Dat Pham",4,http://arxiv.org/pdf/2001.09947v1,http://arxiv.org/abs/2001.09947v1,2020-01-27
Depthwise-STFT based separable Convolutional Neural Networks,"In this paper, we propose a new convolutional layer called Depthwise-STFT
Separable layer that can serve as an alternative to the standard depthwise
separable convolutional layer. The construction of the proposed layer is
inspired by the fact that the Fourier coefficients can accurately represent
important features such as edges in an image. It utilizes the Fourier
coefficients computed (channelwise) in the 2D local neighborhood (e.g., 3x3) of
each position of the input map to obtain the feature maps. The Fourier
coefficients are computed using 2D Short Term Fourier Transform (STFT) at
multiple fixed low frequency points in the 2D local neighborhood at each
position. These feature maps at different frequency points are then linearly
combined using trainable pointwise (1x1) convolutions. We show that the
proposed layer outperforms the standard depthwise separable layer-based models
on the CIFAR-10 and CIFAR-100 image classification datasets with reduced
space-time complexity.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Shanmuganathan Raman,"Sudhakar Kumawat, Shanmuganathan Raman",2,http://arxiv.org/pdf/2001.09912v1,http://arxiv.org/abs/2001.09912v1,2020-01-27
