title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
Learning by Cheating,"Vision-based urban driving is hard. The autonomous system needs to learn to
perceive the world and act in it. We show that this challenging learning
problem can be simplified by decomposing it into two stages. We first train an
agent that has access to privileged information. This privileged agent cheats
by observing the ground-truth layout of the environment and the positions of
all traffic participants. In the second stage, the privileged agent acts as a
teacher that trains a purely vision-based sensorimotor agent. The resulting
sensorimotor agent does not have access to any privileged information and does
not cheat. This two-stage training procedure is counter-intuitive at first, but
has a number of important advantages that we analyze and empirically
demonstrate. We use the presented approach to train a vision-based autonomous
driving system that substantially outperforms the state of the art on the CARLA
benchmark and the recent NoCrash benchmark. Our approach achieves, for the
first time, 100% success rate on all tasks in the original CARLA benchmark,
sets a new record on the NoCrash benchmark, and reduces the frequency of
infractions by an order of magnitude compared to the prior state of the art.
For the video that summarizes this work, see https://youtu.be/u9ZCxxD-UUw",cs.RO,"cs.RO, cs.AI, cs.LG, cs.CV",4,Robotics,"Robotics, Artificial Intelligence, Machine Learning, Computer Vision and Pattern Recognition",Philipp Krähenbühl,"Dian Chen, Brady Zhou, Vladlen Koltun, Philipp Krähenbühl",4,http://arxiv.org/pdf/1912.12294v1,http://arxiv.org/abs/1912.12294v1,2019-12-27
Evolutionary Clustering via Message Passing,"We are often interested in clustering objects that evolve over time and
identifying solutions to the clustering problem for every time step.
Evolutionary clustering provides insight into cluster evolution and temporal
changes in cluster memberships while enabling performance superior to that
achieved by independently clustering data collected at different time points.
In this paper we introduce evolutionary affinity propagation (EAP), an
evolutionary clustering algorithm that groups data points by exchanging
messages on a factor graph. EAP promotes temporal smoothness of the solution to
clustering time-evolving data by linking the nodes of the factor graph that are
associated with adjacent data snapshots, and introduces consensus nodes to
enable cluster tracking and identification of cluster births and deaths. Unlike
existing evolutionary clustering methods that require additional processing to
approximate the number of clusters or match them across time, EAP determines
the number of clusters and tracks them automatically. A comparison with
existing methods on simulated and experimental data demonstrates effectiveness
of the proposed EAP algorithm.",cs.LG,"cs.NE, stat.ML, cs.AI, cs.LG",4,Machine Learning,"Neural and Evolutionary Computing, Machine Learning, Artificial Intelligence, Machine Learning",Haris Vikalo,"Natalia M. Arzeno, Haris Vikalo",2,http://arxiv.org/pdf/1912.11970v1,http://arxiv.org/abs/1912.11970v1,2019-12-27
"Seeing without Looking: Contextual Rescoring of Object Detections for AP
  Maximization","The majority of current object detectors lack context: class predictions are
made independently from other detections. We propose to incorporate context in
object detection by post-processing the output of an arbitrary detector to
rescore the confidences of its detections. Rescoring is done by conditioning on
contextual information from the entire set of detections: their confidences,
predicted classes, and positions. We show that AP can be improved by simply
reassigning the detection confidence values such that true positives that
survive longer (i.e., those with the correct class and large IoU) are scored
higher than false positives or detections with small IoU. In this setting, we
use a bidirectional RNN with attention for contextual rescoring and introduce a
training target that uses the IoU with ground truth to maximize AP for the
given set of detections. The fact that our approach does not require access to
visual features makes it computationally inexpensive and agnostic to the
detection architecture. In spite of this simplicity, our model consistently
improves AP over strong pre-trained baselines (Cascade R-CNN and Faster R-CNN
with several backbones), particularly by reducing the confidence of duplicate
detections (a learned form of non-maximum suppression) and removing
out-of-context objects by conditioning on the confidences, classes, positions,
and sizes of the co-occurrent detections (e.g., a high-confidence detection of
bird makes a detection of sports ball less likely).",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Pedro M. Q. Aguiar,"Lourenço V. Pato, Renato Negrinho, Pedro M. Q. Aguiar",3,http://arxiv.org/pdf/1912.12290v1,http://arxiv.org/abs/1912.12290v1,2019-12-27
"Combining Deep Learning and Verification for Precise Object Instance
  Detection","Deep learning object detectors often return false positives with very high
confidence. Although they optimize generic detection performance, such as mean
average precision (mAP), they are not designed for reliability. For a reliable
detection system, if a high confidence detection is made, we would want high
certainty that the object has indeed been detected. To achieve this, we have
developed a set of verification tests which a proposed detection must pass to
be accepted. We develop a theoretical framework which proves that, under
certain assumptions, our verification tests will not accept any false
positives. Based on an approximation to this framework, we present a practical
detection system that can verify, with high precision, whether each detection
of a machine-learning based object detector is correct. We show that these
tests can improve the overall accuracy of a base detector and that accepted
examples are highly likely to be correct. This allows the detector to operate
in a high precision regime and can thus be used for robotic perception systems
as a reliable instance detection method.",cs.CV,"cs.CV, cs.LG, eess.IV",3,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning, Image and Video Processing",David Held,"Siddharth Ancha, Junyu Nan, David Held",3,http://arxiv.org/pdf/1912.12270v1,http://arxiv.org/abs/1912.12270v1,2019-12-27
"Local Class-Specific and Global Image-Level Generative Adversarial
  Networks for Semantic-Guided Scene Generation","In this paper, we address the task of semantic-guided scene generation. One
open challenge in scene generation is the difficulty of the generation of small
objects and detailed local texture, which has been widely observed in global
image-level generation methods. To tackle this issue, in this work we consider
learning the scene generation in a local context, and correspondingly design a
local class-specific generative network with semantic maps as a guidance, which
separately constructs and learns sub-generators concentrating on the generation
of different classes, and is able to provide more scene details. To learn more
discriminative class-specific feature representations for the local generation,
a novel classification module is also proposed. To combine the advantage of
both the global image-level and the local class-specific generation, a joint
generation network is designed with an attention fusion module and a
dual-discriminator structure embedded. Extensive experiments on two scene image
generation tasks show superior generation performance of the proposed model.
The state-of-the-art results are established by large margins on both tasks and
on challenging public benchmarks. The source code and trained models are
available at https://github.com/Ha0Tang/LGGAN.",cs.CV,"cs.CV, cs.LG, eess.IV",3,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning, Image and Video Processing",Nicu Sebe,"Hao Tang, Dan Xu, Yan Yan, Philip H. S. Torr, Nicu Sebe",5,http://arxiv.org/pdf/1912.12215v1,http://arxiv.org/abs/1912.12215v1,2019-12-27
"A 3D-Deep-Learning-based Augmented Reality Calibration Method for
  Robotic Environments using Depth Sensor Data","Augmented Reality and mobile robots are gaining much attention within
industries due to the high potential to make processes cost and time efficient.
To facilitate augmented reality, a calibration between the Augmented Reality
device and the environment is necessary. This is a challenge when dealing with
mobile robots due to the mobility of all entities making the environment
dynamic. On this account, we propose a novel approach to calibrate the
Augmented Reality device using 3D depth sensor data. We use the depth camera of
a cutting edge Augmented Reality Device - the Microsoft Hololens for deep
learning based calibration. Therefore, we modified a neural network based on
the recently published VoteNet architecture which works directly on the point
cloud input observed by the Hololens. We achieve satisfying results and
eliminate external tools like markers, thus enabling a more intuitive and
flexible work flow for Augmented Reality integration. The results are adaptable
to work with all depth cameras and are promising for further research.
Furthermore, we introduce an open source 3D point cloud labeling tool, which is
to our knowledge the first open source tool for labeling raw point cloud data.",cs.CV,"cs.RO, cs.CV, cs.LG",3,Computer Vision and Pattern Recognition,"Robotics, Computer Vision and Pattern Recognition, Machine Learning",Jens Lambrecht,"Linh Kästner, Vlad Catalin Frasineanu, Jens Lambrecht",3,http://arxiv.org/pdf/1912.12101v1,http://arxiv.org/abs/1912.12101v1,2019-12-27
Quaternion Equivariant Capsule Networks for 3D Point Clouds,"We present a 3D capsule architecture for processing of point clouds that is
equivariant with respect to the $SO(3)$ rotation group, translation and
permutation of the unordered input sets. The network operates on a sparse set
of local reference frames, computed from an input point cloud and establishes
end-to-end equivariance through a novel 3D quaternion group capsule layer,
including an equivariant dynamic routing procedure. The capsule layer enables
us to disentangle geometry from pose, paving the way for more informative
descriptions and a structured latent space. In the process, we theoretically
connect the process of dynamic routing between capsules to the well-known
Weiszfeld algorithm, a scheme for solving \emph{iterative re-weighted least
squares (IRLS)} problems with provable convergence properties, enabling robust
pose estimation between capsule layers. Due to the sparse equivariant
quaternion capsules, our architecture allows joint object classification and
orientation estimation, which we validate empirically on common benchmark
datasets.",cs.LG,"stat.ML, cs.RO, cs.LG, cs.CV, cs.GR",5,Machine Learning,"Machine Learning, Robotics, Machine Learning, Computer Vision and Pattern Recognition, Graphics",Federico Tombari,"Yongheng Zhao, Tolga Birdal, Jan Eric Lenssen, Emanuele Menegatti, Leonidas Guibas, Federico Tombari",6,http://arxiv.org/pdf/1912.12098v1,http://arxiv.org/abs/1912.12098v1,2019-12-27
"One Point, One Object: Simultaneous 3D Object Segmentation and 6-DOF
  Pose Estimation","We propose a single-shot method for simultaneous 3D object segmentation and
6-DOF pose estimation in pure 3D point clouds scenes based on a consensus that
\emph{one point only belongs to one object}, i.e., each point has the potential
power to predict the 6-DOF pose of its corresponding object. Unlike the
recently proposed methods of the similar task, which rely on 2D detectors to
predict the projection of 3D corners of the 3D bounding boxes and the 6-DOF
pose must be estimated by a PnP like spatial transformation method, ours is
concise enough not to require additional spatial transformation between
different dimensions. Due to the lack of training data for many objects, the
recently proposed 2D detection methods try to generate training data by using
rendering engine and achieve good results. However, rendering in 3D space along
with 6-DOF is relatively difficult. Therefore, we propose an augmented reality
technology to generate the training data in semi-virtual reality 3D space. The
key component of our method is a multi-task CNN architecture that can
simultaneously predicts the 3D object segmentation and 6-DOF pose estimation in
pure 3D point clouds.
  For experimental evaluation, we generate expanded training data for two
state-of-the-arts 3D object datasets \cite{PLCHF}\cite{TLINEMOD} by using
Augmented Reality technology (AR). We evaluate our proposed method on the two
datasets. The results show that our method can be well generalized into
multiple scenarios and provide performance comparable to or better than the
state-of-the-arts.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Yandong Tang,"Hongsen Liu, Yang Cong, Yandong Tang",3,http://arxiv.org/pdf/1912.12095v1,http://arxiv.org/abs/1912.12095v1,2019-12-27
Pointwise Attention-Based Atrous Convolutional Neural Networks,"With the rapid progress of deep convolutional neural networks, in almost all
robotic applications, the availability of 3D point clouds improves the accuracy
of 3D semantic segmentation methods. Rendering of these irregular,
unstructured, and unordered 3D points to 2D images from multiple viewpoints
imposes some issues such as loss of information due to 3D to 2D projection,
discretizing artifacts, and high computational costs. To efficiently deal with
a large number of points and incorporate more context of each point, a
pointwise attention-based atrous convolutional neural network architecture is
proposed. It focuses on salient 3D feature points among all feature maps while
considering outstanding contextual information via spatial channel-wise
attention modules. The proposed model has been evaluated on the two most
important 3D point cloud datasets for the 3D semantic segmentation task. It
achieves a reasonable performance compared to state-of-the-art models in terms
of accuracy, with a much smaller number of parameters.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Shohreh Kasaei,"Mobina Mahdavi, Fahimeh Fooladgar, Shohreh Kasaei",3,http://arxiv.org/pdf/1912.12082v1,http://arxiv.org/abs/1912.12082v1,2019-12-27
"A sparsity augmented probabilistic collaborative representation based
  classification method","In order to enhance the performance of image recognition, a sparsity
augmented probabilistic collaborative representation based classification
(SA-ProCRC) method is presented. The proposed method obtains the dense
coefficient through ProCRC, then augments the dense coefficient with a sparse
one, and the sparse coefficient is attained by the orthogonal matching pursuit
(OMP) algorithm. In contrast to conventional methods which require explicit
computation of the reconstruction residuals for each class, the proposed method
employs the augmented coefficient and the label matrix of the training samples
to classify the test sample. Experimental results indicate that the proposed
method can achieve promising results for face and scene images. The source code
of our proposed SA-ProCRC is accessible at
https://github.com/yinhefeng/SAProCRC.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,He-Feng Yin,"Xiao-Yun Cai, He-Feng Yin",2,http://arxiv.org/pdf/1912.12044v1,http://arxiv.org/abs/1912.12044v1,2019-12-27
Deep Learning for 3D Point Clouds: A Survey,"Point cloud learning has lately attracted increasing attention due to its
wide applications in many areas, such as computer vision, autonomous driving,
and robotics. As a dominating technique in AI, deep learning has been
successfully used to solve various 2D vision problems. However, deep learning
on point clouds is still in its infancy due to the unique challenges faced by
the processing of point clouds with deep neural networks. Recently, deep
learning on point clouds has become even thriving, with numerous methods being
proposed to address different problems in this area. To stimulate future
research, this paper presents a comprehensive review of recent progress in deep
learning methods for point clouds. It covers three major tasks, including 3D
shape classification, 3D object detection and tracking, and 3D point cloud
segmentation. It also presents comparative results on several publicly
available datasets, together with insightful observations and inspiring future
research directions.",cs.CV,"cs.RO, cs.CV, cs.LG, eess.IV",4,Computer Vision and Pattern Recognition,"Robotics, Computer Vision and Pattern Recognition, Machine Learning, Image and Video Processing",Mohammed Bennamoun,"Yulan Guo, Hanyun Wang, Qingyong Hu, Hao Liu, Li Liu, Mohammed Bennamoun",6,http://arxiv.org/pdf/1912.12033v1,http://arxiv.org/abs/1912.12033v1,2019-12-27
A General Framework for Saliency Detection Methods,"Saliency detection is one of the most challenging problems in the fields of
image analysis and computer vision. Many approaches propose different
architectures based on the psychological and biological properties of the human
visual attention system. However, there is not still an abstract framework,
which summarized the existed methods. In this paper, we offered a general
framework for saliency models, which consists of five main steps:
pre-processing, feature extraction, saliency map generation, saliency map
combination, and post-processing. Also, we study different saliency models
containing each level and compare their performance together. This framework
helps researchers to have a comprehensive view of studying new methods.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Shadrokh Samavi,"Fateme Mostafaie, Zahra Nabizadeh, Nader Karimi, Shadrokh Samavi",4,http://arxiv.org/pdf/1912.12027v1,http://arxiv.org/abs/1912.12027v1,2019-12-27
"Visual Agreement Regularized Training for Multi-Modal Machine
  Translation","Multi-modal machine translation aims at translating the source sentence into
a different language in the presence of the paired image. Previous work
suggests that additional visual information only provides dispensable help to
translation, which is needed in several very special cases such as translating
ambiguous words. To make better use of visual information, this work presents
visual agreement regularized training. The proposed approach jointly trains the
source-to-target and target-to-source translation models and encourages them to
share the same focus on the visual information when generating semantically
equivalent visual words (e.g. ""ball"" in English and ""ballon"" in French).
Besides, a simple yet effective multi-head co-attention model is also
introduced to capture interactions between visual and textual features. The
results show that our approaches can outperform competitive baselines by a
large margin on the Multi30k dataset. Further analysis demonstrates that the
proposed regularized training can effectively improve the agreement of
attention on the image, leading to better use of visual information.",cs.CL,"cs.CL, cs.CV",2,Computation and Language,"Computation and Language, Computer Vision and Pattern Recognition",Xu Sun,"Pengcheng Yang, Boxing Chen, Pei Zhang, Xu Sun",4,http://arxiv.org/pdf/1912.12014v1,http://arxiv.org/abs/1912.12014v1,2019-12-27
An Abstraction Model for Semantic Segmentation Algorithms,"Semantic segmentation is a process of classifying each pixel in the image.
Due to its advantages, sematic segmentation is used in many tasks such as
cancer detection, robot-assisted surgery, satellite image analysis,
self-driving car control, etc. In this process, accuracy and efficiency are the
two crucial goals for this purpose, and there are several state of the art
neural networks. In each method, by employing different techniques, new
solutions have been presented for increasing efficiency, accuracy, and reducing
the costs. The diversity of the implemented approaches for semantic
segmentation makes it difficult for researches to achieve a comprehensive view
of the field. To offer a comprehensive view, in this paper, an abstraction
model for the task of semantic segmentation is offered. The proposed framework
consists of four general blocks that cover the majority of majority of methods
that have been proposed for semantic segmentation. We also compare different
approaches and consider the importance of each part in the overall performance
of a method.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Shadrokh Samavi,"Reihaneh Teymoori, Zahra Nabizadeh, Nader Karimi, Shadrokh Samavi",4,http://arxiv.org/pdf/1912.11995v1,http://arxiv.org/abs/1912.11995v1,2019-12-27
HoMM: Higher-order Moment Matching for Unsupervised Domain Adaptation,"Minimizing the discrepancy of feature distributions between different domains
is one of the most promising directions in unsupervised domain adaptation. From
the perspective of distribution matching, most existing discrepancy-based
methods are designed to match the second-order or lower statistics, which
however, have limited expression of statistical characteristic for non-Gaussian
distributions. In this work, we explore the benefits of using higher-order
statistics (mainly refer to third-order and fourth-order statistics) for domain
matching. We propose a Higher-order Moment Matching (HoMM) method, and further
extend the HoMM into reproducing kernel Hilbert spaces (RKHS). In particular,
our proposed HoMM can perform arbitrary-order moment tensor matching, we show
that the first-order HoMM is equivalent to Maximum Mean Discrepancy (MMD) and
the second-order HoMM is equivalent to Correlation Alignment (CORAL). Moreover,
the third-order and the fourth-order moment tensor matching are expected to
perform comprehensive domain alignment as higher-order statistics can
approximate more complex, non-Gaussian distributions. Besides, we also exploit
the pseudo-labeled target samples to learn discriminative representations in
the target domain, which further improves the transfer performance. Extensive
experiments are conducted, showing that our proposed HoMM consistently
outperforms the existing moment matching methods by a large margin. Codes are
available at \url{https://github.com/chenchao666/HoMM-Master}",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Xian-Sheng Hua,"Chao Chen, Zhihang Fu, Zhihong Chen, Sheng Jin, Zhaowei Cheng, Xinyu Jin, Xian-Sheng Hua",7,http://arxiv.org/pdf/1912.11976v1,http://arxiv.org/abs/1912.11976v1,2019-12-27
"Statistical Agnostic Mapping: a Framework in Neuroimaging based on
  Concentration Inequalities","In the 70s a novel branch of statistics emerged focusing its effort in
selecting a function in the pattern recognition problem, which fulfils a
definite relationship between the quality of the approximation and its
complexity. These data-driven approaches are mainly devoted to problems of
estimating dependencies with limited sample sizes and comprise all the
empirical out-of sample generalization approaches, e.g. cross validation (CV)
approaches. Although the latter are \emph{not designed for testing competing
hypothesis or comparing different models} in neuroimaging, there are a number
of theoretical developments within this theory which could be employed to
derive a Statistical Agnostic (non-parametric) Mapping (SAM) at voxel or
multi-voxel level. Moreover, SAMs could relieve i) the problem of instability
in limited sample sizes when estimating the actual risk via the CV approaches,
e.g. large error bars, and provide ii) an alternative way of Family-wise-error
(FWE) corrected p-value maps in inferential statistics for hypothesis testing.
In this sense, we propose a novel framework in neuroimaging based on
concentration inequalities, which results in (i) a rigorous development for
model validation with a small sample/dimension ratio, and (ii) a
less-conservative procedure than FWE p-value correction, to determine the brain
significance maps from the inferences made using small upper bounds of the
actual risk.",stat.ML,"stat.AP, stat.ML, cs.LG, eess.IV",4,Machine Learning,"Applications, Machine Learning, Machine Learning, Image and Video Processing",CAM neuroscience,"J M Gorriz, SiPBA Group, CAM neuroscience",3,http://arxiv.org/pdf/1912.12274v1,http://arxiv.org/abs/1912.12274v1,2019-12-27
"Deep Transfer Learning Based Downlink Channel Prediction for FDD Massive
  MIMO Systems","Artificial intelligence (AI) based downlink channel state information (CSI)
prediction for frequency division duplexing (FDD) massive multiple-input
multiple-output (MIMO) systems has attracted growing attention recently.
However, existing works focus on the downlink CSI prediction for the users
under a given environment and is hard to adapt to users in new environment
especially when labeled data is limited. To address this issue, we formulate
the downlink channel prediction as a deep transfer learning (DTL) problem,
where each learning task aims to predict the downlink CSI from the uplink CSI
for one single environment. Specifically, we develop the direct-transfer
algorithm based on the fully-connected neural network architecture, where the
network is trained on the data from all previous environments in the manner of
classical deep learning and is then fine-tuned for new environments. To further
improve the transfer efficiency, we propose the meta-learning algorithm that
trains the network by alternating inner-task and across-task updates and then
adapts to a new environment with a small number of labeled data. Simulation
results show that the direct-transfer algorithm achieves better performance
than the deep learning algorithm, which implies that the transfer learning
benefits the downlink channel prediction in new environments. Moreover, the
meta-learning algorithm significantly outperforms the direct-transfer algorithm
in terms of both prediction accuracy and stability, especially when the number
of samples is very small, which validates its effectiveness and superiority.",cs.IT,"math.IT, cs.IT, eess.SP, cs.LG",4,Information Theory,"Information Theory, Information Theory, Signal Processing, Machine Learning",Ahmed Alkhateeb,"Yuwen Yang, Feifei Gao, Zhimeng Zhong, Bo Ai, Ahmed Alkhateeb",5,http://arxiv.org/pdf/1912.12265v1,http://arxiv.org/abs/1912.12265v1,2019-12-27
Predicting Attributes of Nodes Using Network Structure,"In many graphs such as social networks, nodes have associated attributes
representing their behavior. Predicting node attributes in such graphs is an
important problem with applications in many domains like recommendation
systems, privacy preservation, and targeted advertisement. Attributes values
can be predicted by analyzing patterns and correlations among attributes and
employing classification/regression algorithms. However, these approaches do
not utilize readily available network topology information. In this regard,
interconnections between different attributes of nodes can be exploited to
improve the prediction accuracy. In this paper, we propose an approach to
represent a node by a feature map with respect to an attribute $a_i$ (which is
used as input for machine learning algorithms) using all attributes of
neighbors to predict attributes values for $a_i$. We perform extensive
experimentation on ten real-world datasets and show that the proposed feature
map significantly improves the prediction accuracy as compared to baseline
approaches on these datasets.",cs.LG,"stat.ML, cs.LG",2,Machine Learning,"Machine Learning, Machine Learning",Muhammad Asad Khan,"Sarwan Ali, Muhammad Haroon Shakeel, Imdadullah Khan, Safiullah Faizullah, Muhammad Asad Khan",5,http://arxiv.org/pdf/1912.12264v1,http://arxiv.org/abs/1912.12264v1,2019-12-27
