title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
Audio-visual Recognition of Overlapped speech for the LRS2 dataset,"Automatic recognition of overlapped speech remains a highly challenging task
to date. Motivated by the bimodal nature of human speech perception, this paper
investigates the use of audio-visual technologies for overlapped speech
recognition. Three issues associated with the construction of audio-visual
speech recognition (AVSR) systems are addressed. First, the basic architecture
designs i.e. end-to-end and hybrid of AVSR systems are investigated. Second,
purposefully designed modality fusion gates are used to robustly integrate the
audio and visual features. Third, in contrast to a traditional pipelined
architecture containing explicit speech separation and recognition components,
a streamlined and integrated AVSR system optimized consistently using the
lattice-free MMI (LF-MMI) discriminative criterion is also proposed. The
proposed LF-MMI time-delay neural network (TDNN) system establishes the
state-of-the-art for the LRS2 dataset. Experiments on overlapped speech
simulated from the LRS2 dataset suggest the proposed AVSR system outperformed
the audio only baseline LF-MMI DNN system by up to 29.98\% absolute in word
error rate (WER) reduction, and produced recognition performance comparable to
a more complex pipelined system. Consistent performance improvements of 4.89\%
absolute in WER reduction over the baseline AVSR system using feature fusion
are also obtained.",eess.AS,"cs.SD, eess.AS",2,Audio and Speech Processing,"Sound, Audio and Speech Processing",Dong Yu,"Jianwei Yu, Shi-Xiong Zhang, Jian Wu, Shahram Ghorbani, Bo Wu, Shiyin Kang, Shansong Liu, Xunying Liu, Helen Meng, Dong Yu",10,http://arxiv.org/pdf/2001.01656v1,http://arxiv.org/abs/2001.01656v1,2020-01-06
"Optimal Options for Multi-Task Reinforcement Learning Under Time
  Constraints","Reinforcement learning can greatly benefit from the use of options as a way
of encoding recurring behaviours and to foster exploration. An important open
problem is how can an agent autonomously learn useful options when solving
particular distributions of related tasks. We investigate some of the
conditions that influence optimality of options, in settings where agents have
a limited time budget for learning each task and the task distribution might
involve problems with different levels of similarity. We directly search for
optimal option sets and show that the discovered options significantly differ
depending on factors such as the available learning time budget and that the
found options outperform popular option-generation heuristics.",cs.LG,"cs.LG, cs.AI, stat.ML",3,Machine Learning,"Machine Learning, Artificial Intelligence, Machine Learning",Gianluca Baldassarre,"Manuel Del Verme, Bruno Castro da Silva, Gianluca Baldassarre",3,http://arxiv.org/pdf/2001.01620v1,http://arxiv.org/abs/2001.01620v1,2020-01-06
Learning Reusable Options for Multi-Task Reinforcement Learning,"Reinforcement learning (RL) has become an increasingly active area of
research in recent years. Although there are many algorithms that allow an
agent to solve tasks efficiently, they often ignore the possibility that prior
experience related to the task at hand might be available. For many practical
applications, it might be unfeasible for an agent to learn how to solve a task
from scratch, given that it is generally a computationally expensive process;
however, prior experience could be leveraged to make these problems tractable
in practice. In this paper, we propose a framework for exploiting existing
experience by learning reusable options. We show that after an agent learns
policies for solving a small number of problems, we are able to use the
trajectories generated from those policies to learn reusable options that allow
an agent to quickly learn how to solve novel and related problems.",cs.AI,cs.AI,1,Artificial Intelligence,Artificial Intelligence,Philip S. Thomas,"Francisco M. Garcia, Chris Nota, Philip S. Thomas",3,http://arxiv.org/pdf/2001.01577v1,http://arxiv.org/abs/2001.01577v1,2020-01-06
"Speech Enhancement based on Denoising Autoencoder with Multi-branched
  Encoders","Deep learning-based models have greatly advanced the performance of speech
enhancement (SE) systems. However, two problems remain unsolved, which are
closely related to model generalizability to noisy conditions: (1) mismatched
noisy condition during testing, i.e., the performance is generally sub-optimal
when models are tested with unseen noise types that are not involved in the
training data; (2) local focus on specific noisy conditions, i.e., models
trained using multiple types of noises cannot optimally remove a specific noise
type even though the noise type has been involved in the training data. These
problems are common in real applications. In this paper, we propose a novel
denoising autoencoder with a multi-branched encoder (termed DAEME) model to
deal with these two problems. In the DAEME model, two stages are involved:
offline and online. In the offline stage, we build multiple component models to
form a multi-branched encoder based on a dynamically-sized decision tree(DSDT).
The DSDT is built based on a prior knowledge of speech and noisy conditions
(the speaker, environment, and signal factors are considered in this paper),
where each component of the multi-branched encoder performs a particular
mapping from noisy to clean speech along the branch in the DSDT. Finally, a
decoder is trained on top of the multi-branched encoder. In the online stage,
noisy speech is first processed by the tree and fed to each component model.
The multiple outputs from these models are then integrated into the decoder to
determine the final enhanced speech. Experimental results show that DAEME is
superior to several baseline models in terms of objective evaluation metrics
and the quality of subjective human listening tests.",eess.AS,"cs.SD, eess.AS",2,Audio and Speech Processing,"Sound, Audio and Speech Processing",Yu Tsao,"Cheng Yu, Ryandhimas E. Zezario, Jonathan Sherman, Yi-Yen Hsieh, Xugang Lu, Hsin-Min Wang, Yu Tsao",7,http://arxiv.org/pdf/2001.01538v1,http://arxiv.org/abs/2001.01538v1,2020-01-06
"Learning From Multiple Experts: Self-paced Knowledge Distillation for
  Long-tailed Classification","In real-world scenarios, data tends to exhibit a long-tailed, imbalanced
distribution. Developing algorithms to deal with such long-tailed distribution
thus becomes indispensable in practical applications. In this paper, we propose
a novel self-paced knowledge distillation framework, termed Learning From
Multiple Experts (LFME). Our method is inspired by the observation that deep
Convolutional Neural Networks (CNNs) trained on less imbalanced subsets of the
entire long-tailed distribution often yield better performances than their
jointly-trained counterparts. We refer to these models as `Expert Models', and
the proposed LFME framework aggregates the knowledge from multiple `Experts' to
learn a unified student model. Specifically, the proposed framework involves
two levels of self-paced learning schedules: Self-paced Expert Selection and
Self-paced Instance Selection, so that the knowledge is adaptively transferred
from multiple `Experts' to the `Student'. In order to verify the effectiveness
of our proposed framework, we conduct extensive experiments on two long-tailed
benchmark classification datasets. The experimental results demonstrate that
our method is able to achieve superior performances compared to the
state-of-the-art methods. We also show that our method can be easily plugged
into state-of-the-art long-tailed classification algorithms for further
improvements.",cs.CV,"cs.CV, cs.LG, stat.ML",3,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning, Machine Learning",Guiguang Ding,"Liuyu Xiang, Guiguang Ding",2,http://arxiv.org/pdf/2001.01536v1,http://arxiv.org/abs/2001.01536v1,2020-01-06
"TableNet: Deep Learning model for end-to-end Table detection and Tabular
  data extraction from Scanned Document Images","With the widespread use of mobile phones and scanners to photograph and
upload documents, the need for extracting the information trapped in
unstructured document images such as retail receipts, insurance claim forms and
financial invoices is becoming more acute. A major hurdle to this objective is
that these images often contain information in the form of tables and
extracting data from tabular sub-images presents a unique set of challenges.
This includes accurate detection of the tabular region within an image, and
subsequently detecting and extracting information from the rows and columns of
the detected table. While some progress has been made in table detection,
extracting the table contents is still a challenge since this involves more
fine grained table structure(rows & columns) recognition. Prior approaches have
attempted to solve the table detection and structure recognition problems
independently using two separate models. In this paper, we propose TableNet: a
novel end-to-end deep learning model for both table detection and structure
recognition. The model exploits the interdependence between the twin tasks of
table detection and table structure recognition to segment out the table and
column regions. This is followed by semantic rule-based row extraction from the
identified tabular sub-regions. The proposed model and extraction approach was
evaluated on the publicly available ICDAR 2013 and Marmot Table datasets
obtaining state of the art results. Additionally, we demonstrate that feeding
additional semantic features further improves model performance and that the
model exhibits transfer learning across datasets. Another contribution of this
paper is to provide additional table structure annotations for the Marmot data,
which currently only has annotations for table detection.",cs.CV,"cs.CV, cs.LG, eess.IV",3,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning, Image and Video Processing",Lovekesh Vig,"Shubham Paliwal, Vishwanath D, Rohit Rahul, Monika Sharma, Lovekesh Vig",5,http://arxiv.org/pdf/2001.01469v1,http://arxiv.org/abs/2001.01469v1,2020-01-06
"Deep Learning-Based Solvability of Underdetermined Inverse Problems in
  Medical Imaging","Recently, with the significant developments in deep learning techniques,
solving underdetermined inverse problems has become one of the major concerns
in the medical imaging domain. Typical examples include undersampled magnetic
resonance imaging, interior tomography, and sparse-view computed tomography,
where deep learning techniques have achieved excellent performances. Although
deep learning methods appear to overcome the limitations of existing
mathematical methods when handling various underdetermined problems, there is a
lack of rigorous mathematical foundations that would allow us to elucidate the
reasons for the remarkable performance of deep learning methods. This study
focuses on learning the causal relationship regarding the structure of the
training data suitable for deep learning, to solve highly underdetermined
inverse problems. We observe that a majority of the problems of solving
underdetermined linear systems in medical imaging are highly non-linear.
Furthermore, we analyze if a desired reconstruction map can be learnable from
the training data and underdetermined system.",eess.IV,"eess.IV, cs.LG, stat.ML",3,Image and Video Processing,"Image and Video Processing, Machine Learning, Machine Learning",Jin Keun Seo,"Chang Min Hyun, Seong Hyeon Baek, Mingyu Lee, Sung Min Lee, Jin Keun Seo",5,http://arxiv.org/pdf/2001.01432v1,http://arxiv.org/abs/2001.01432v1,2020-01-06
"Frequency Fitness Assignment: Making Optimization Algorithms Invariant
  under Bijective Transformations of the Objective Function","Under Frequency Fitness Assignment (FFA), the fitness corresponding to an
objective value is its encounter frequency in fitness assignment steps and is
subject to minimization. FFA renders optimization processes invariant under
bijective transformations of the objective function. This is the strongest
invariance property of any optimization procedure to our knowledge. On TwoMax,
Jump, and Trap functions of scale s, a (1+1)-EA with standard mutation at rate
1/s can have expected running times exponential in s. In our experiments, a
(1+1)-FEA, the same algorithm but using FFA, exhibits mean running times
quadratic in s. Since Jump and Trap are bijective transformations of OneMax, it
behaves identical on all three. On the LeadingOnes and Plateau problems, it
seems to be slower than the (1+1)-EA by a factor linear in s. The (1+1)-FEA
performs much better than the (1+1)-EA on W-Model and MaxSat instances. Due to
the bijection invariance, the behavior of an optimization algorithm using FFA
does not change when the objective values are encrypted. We verify this by
applying the Md5 checksum computation as transformation to some of the above
problems and yield the same behaviors. Finally, FFA can improve the performance
of a Memetic Algorithm for Job Shop Scheduling.",cs.NE,"math.CO, cs.AI, F.2.2; G.3; G.2.1; G.2.3; B.2.2, cs.NE",4,Neural and Evolutionary Computing,"Combinatorics, Artificial Intelligence, Neural and Evolutionary Computing",Yan Chen,"Thomas Weise, Zhize Wu, Xinlu Li, Yan Chen",4,http://arxiv.org/pdf/2001.01416v1,http://arxiv.org/abs/2001.01416v1,2020-01-06
A Rule-Based Model for Victim Prediction,"In this paper, we proposed a novel automated model, called Vulnerability
Index for Population at Risk (VIPAR) scores, to identify rare populations for
their future shooting victimizations. Likewise, the focused deterrence approach
identifies vulnerable individuals and offers certain types of treatments (e.g.,
outreach services) to prevent violence in communities. The proposed rule-based
engine model is the first AI-based model for victim prediction. This paper aims
to compare the list of focused deterrence strategy with the VIPAR score list
regarding their predictive power for the future shooting victimizations.
Drawing on the criminological studies, the model uses age, past criminal
history, and peer influence as the main predictors of future violence. Social
network analysis is employed to measure the influence of peers on the outcome
variable. The model also uses logistic regression analysis to verify the
variable selections. Our empirical results show that VIPAR scores predict 25.8%
of future shooting victims and 32.2% of future shooting suspects, whereas
focused deterrence list predicts 13% of future shooting victims and 9.4% of
future shooting suspects. The model outperforms the intelligence list of
focused deterrence policies in predicting the future fatal and non-fatal
shootings. Furthermore, we discuss the concerns about the presumption of
innocence right.",cs.AI,"cs.AI, cs.CY",2,Artificial Intelligence,"Artificial Intelligence, Computers and Society",Chengcheng Li,"Murat Ozer, Nelly Elsayed, Said Varlioglu, Chengcheng Li",4,http://arxiv.org/pdf/2001.01391v1,http://arxiv.org/abs/2001.01391v1,2020-01-06
A Block-based Generative Model for Attributed Networks Embedding,"Attributed network embedding has attracted plenty of interests in recent
years. It aims to learn task-independent, low-dimension, and continuous vectors
for nodes preserving both topology and attribute information. Most existing
methods, such as GCN and its variations, mainly focus on the local information,
i.e., the attributes of the neighbors. Thus, they have been well studied for
assortative networks but ignored disassortative networks, which are common in
real scenes. To address this issue, we propose a block-based generative model
for attributed network embedding on a probability perspective inspired by the
stochastic block model (SBM). Specifically, the nodes are assigned to several
blocks wherein the nodes in the same block share the similar link patterns.
These patterns can define assortative networks containing communities or
disassortative networks with the multipartite, hub, or any hybrid structures.
Concerning the attribute information, we assume that each node has a hidden
embedding related to its assigned block, and then we use a neural network to
characterize the nonlinearity between the node embedding and its attribute. We
perform extensive experiments on real-world and synthetic attributed networks,
and the experimental results show that our proposed method remarkably
outperforms state-of-the-art embedding methods for both clustering and
classification tasks, especially on disassortative networks.",cs.LG,"cs.LG, stat.ML",2,Machine Learning,"Machine Learning, Machine Learning",Bo Yang,"Xueyan Liu, Wenzhuo Song, Wanli Zuo, Katarzyna Musial, Bo Yang",5,http://arxiv.org/pdf/2001.01383v1,http://arxiv.org/abs/2001.01383v1,2020-01-06
