title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
"Joint Goal and Strategy Inference across Heterogeneous Demonstrators via
  Reward Network Distillation","Reinforcement learning (RL) has achieved tremendous success as a general
framework for learning how to make decisions. However, this success relies on
the interactive hand-tuning of a reward function by RL experts. On the other
hand, inverse reinforcement learning (IRL) seeks to learn a reward function
from readily-obtained human demonstrations. Yet, IRL suffers from two major
limitations: 1) reward ambiguity - there are an infinite number of possible
reward functions that could explain an expert's demonstration and 2)
heterogeneity - human experts adopt varying strategies and preferences, which
makes learning from multiple demonstrators difficult due to the common
assumption that demonstrators seeks to maximize the same reward. In this work,
we propose a method to jointly infer a task goal and humans' strategic
preferences via network distillation. This approach enables us to distill a
robust task reward (addressing reward ambiguity) and to model each strategy's
objective (handling heterogeneity). We demonstrate our algorithm can better
recover task reward and strategy rewards and imitate the strategies in two
simulated tasks and a real-world table tennis task.",cs.LG,"stat.ML, cs.LG, cs.RO, cs.AI",4,Machine Learning,"Machine Learning, Machine Learning, Robotics, Artificial Intelligence",Matthew Gombolay,"Letian Chen, Rohan Paleja, Muyleng Ghuy, Matthew Gombolay",4,http://arxiv.org/pdf/2001.00503v1,http://arxiv.org/abs/2001.00503v1,2020-01-02
Informal Data Transformation Considered Harmful,"In this paper we take the common position that AI systems are limited more by
the integrity of the data they are learning from than the sophistication of
their algorithms, and we take the uncommon position that the solution to
achieving better data integrity in the enterprise is not to clean and validate
data ex-post-facto whenever needed (the so-called data lake approach to data
management, which can lead to data scientists spending 80% of their time
cleaning data), but rather to formally and automatically guarantee that data
integrity is preserved as it transformed (migrated, integrated, composed,
queried, viewed, etc) throughout the enterprise, so that data and programs that
depend on that data need not constantly be re-validated for every particular
use.",cs.DB,"cs.DB, cs.AI",2,Databases,"Databases, Artificial Intelligence",Ryan Wisnesky,"Eric Daimler, Ryan Wisnesky",2,http://arxiv.org/pdf/2001.00338v1,http://arxiv.org/abs/2001.00338v1,2020-01-02
On Consequentialism and Fairness,"Recent work on fairness in machine learning has primarily emphasized how to
define, quantify, and encourage ""fair"" outcomes. Less attention has been paid,
however, to the ethical foundations which underlie such efforts. Among the
ethical perspectives that should be taken into consideration is
consequentialism, the position that, roughly speaking, outcomes are all that
matter. Although consequentialism is not free from difficulties, and although
it does not necessarily provide a tractable way of choosing actions (because of
the combined problems of uncertainty, subjectivity, and aggregation), it
nevertheless provides a powerful foundation from which to critique the existing
literature on machine learning fairness. Moreover, it brings to the fore some
of the tradeoffs involved, including the problem of who counts, the pros and
cons of using a policy, and the relative value of the distant future. In this
paper we provide a consequentialist critique of common definitions of fairness
within machine learning, as well as a machine learning perspective on
consequentialism. We conclude with a broader discussion of the issues of
learning and randomization, which have important implications for the ethics of
automated decision making systems.",cs.AI,"stat.ML, cs.LG, cs.CY, cs.AI",4,Artificial Intelligence,"Machine Learning, Machine Learning, Computers and Society, Artificial Intelligence",Noah A. Smith,"Dallas Card, Noah A. Smith",2,http://arxiv.org/pdf/2001.00329v1,http://arxiv.org/abs/2001.00329v1,2020-01-02
PrivacyNet: Semi-Adversarial Networks for Multi-attribute Face Privacy,"In recent years, the utilization of biometric information has become more and
more common for various forms of identity verification and user authentication.
However, as a consequence of the widespread use and storage of biometric
information, concerns regarding sensitive information leakage and the
protection of users' privacy have been raised. Recent research efforts targeted
these concerns by proposing the Semi-Adversarial Networks (SAN) framework for
imparting gender privacy to face images. The objective of SAN is to perturb
face image data such that it cannot be reliably used by a gender classifier but
can still be used by a face matcher for matching purposes. In this work, we
propose a novel Generative Adversarial Networks-based SAN model, PrivacyNet,
that is capable of imparting selective soft biometric privacy to multiple
soft-biometric attributes such as gender, age, and race. While PrivacyNet is
capable of perturbing different sources of soft biometric information reliably
and simultaneously, it also allows users to choose to obfuscate specific
attributes, while preserving others. The results from extensive experiments on
five independent face image databases demonstrate the efficacy of our proposed
model in imparting selective multi-attribute privacy to face images.",cs.CV,"cs.CV, cs.LG",2,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning",Arun Ross,"Vahid Mirjalili, Sebastian Raschka, Arun Ross",3,http://arxiv.org/pdf/2001.00561v1,http://arxiv.org/abs/2001.00561v1,2020-01-02
Physically Plausible Spectral Reconstruction from RGB Images,"Recently Convolutional Neural Networks (CNN) have been used to reconstruct
hyperspectral information from RGB images. Moreover, this spectral
reconstruction problem (SR) can often be solved with good (low) error. However,
these methods are not physically plausible: that is when the recovered spectra
are reintegrated with the underlying camera sensitivities, the resulting
predicted RGB is not the same as the actual RGB, and sometimes this discrepancy
can be large. The problem is further compounded by exposure change. Indeed,
most learning-based SR models train for a fixed exposure setting and we show
that this can result in poor performance when exposure varies.
  In this paper we show how CNN learning can be extended so that physical
plausibility is enforced and the problem resulting from changing exposures is
mitigated. Our SR solution improves the state-of-the-art spectral recovery
performance under varying exposure conditions while simultaneously ensuring
physical plausibility (the recovered spectra reintegrate to the input RGBs
exactly).",eess.IV,"cs.CV, eess.IV",2,Image and Video Processing,"Computer Vision and Pattern Recognition, Image and Video Processing",Graham D. Finlayson,"Yi-Tun Lin, Graham D. Finlayson",2,http://arxiv.org/pdf/2001.00558v1,http://arxiv.org/abs/2001.00558v1,2020-01-02
Lightweight Residual Densely Connected Convolutional Neural Network,"Extremely efficient convolutional neural network architectures are one of the
most important requirements for limited computing power devices (such as
embedded and mobile devices). Recently, some architectures have been proposed
to overcome this limitation by considering specific hardware-software
equipment. In this paper, the residual densely connected blocks are proposed to
guaranty the deep supervision, efficient gradient flow, and feature reuse
abilities of convolutional neural network. The proposed method decreases the
cost of training and inference processes without using any special
hardware-software equipment by just reducing the number of parameters and
computational operations while achieving a feasible accuracy. Extensive
experimental results demonstrate that the proposed architecture is more
efficient than the AlexNet and VGGNet in terms of model size, required
parameters, and even accuracy. The proposed model is evaluated on the ImageNet,
MNIST, Fashion MNIST, SVHN, CIFAR-10, and CIFAR-100. It achieves
state-of-the-art results on the Fashion MNIST dataset and reasonable results on
the others. The obtained results show that the proposed model is superior to
efficient models such as the SqueezNet and is also comparable with the
state-of-the-art efficient models such as CondenseNet and ShuffleNet.",cs.CV,"cs.CV, cs.LG",2,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning",Shohreh Kasaei,"Fahimeh Fooladgar, Shohreh Kasaei",2,http://arxiv.org/pdf/2001.00526v1,http://arxiv.org/abs/2001.00526v1,2020-01-02
"Using CNNs For Users Segmentation In Video See-Through Augmented
  Virtuality","In this paper, we present preliminary results on the use of deep learning
techniques to integrate the users self-body and other participants into a
head-mounted video see-through augmented virtuality scenario. It has been
previously shown that seeing users bodies in such simulations may improve the
feeling of both self and social presence in the virtual environment, as well as
user performance. We propose to use a convolutional neural network for real
time semantic segmentation of users bodies in the stereoscopic RGB video
streams acquired from the perspective of the user. We describe design issues as
well as implementation details of the system and demonstrate the feasibility of
using such neural networks for merging users bodies in an augmented virtuality
simulation.",cs.CV,"cs.CV, I.2.10; I.3.7, I.2.10, I.3.7",3,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Lionel Dominjon,"Pierre-Olivier Pigny, Lionel Dominjon",2,http://arxiv.org/pdf/2001.00487v1,http://arxiv.org/abs/2001.00487v1,2020-01-02
"Kalman Filtering and Expectation Maximization for Multitemporal Spectral
  Unmixing","The recent evolution of hyperspectral imaging technology and the
proliferation of new emerging applications presses for the processing of
multiple temporal hyperspectral images. In this work, we propose a novel
spectral unmixing (SU) strategy using physically motivated parametric endmember
representations to account for temporal spectral variability. By representing
the multitemporal mixing process using a state-space formulation, we are able
to exploit the Bayesian filtering machinery to estimate the endmember
variability coefficients. Moreover, by assuming that the temporal variability
of the abundances is small over short intervals, an efficient implementation of
the expectation maximization (EM) algorithm is employed to estimate the
abundances and the other model parameters. Simulation results indicate that the
proposed strategy outperforms state-of-the-art multitemporal SU algorithms.",eess.IV,"cs.CV, eess.IV",2,Image and Video Processing,"Computer Vision and Pattern Recognition, Image and Video Processing",Cédric Richard,"Ricardo Augusto Borsoi, Tales Imbiriba, Pau Closas, José Carlos Moreira Bermudez, Cédric Richard",5,http://arxiv.org/pdf/2001.00425v1,http://arxiv.org/abs/2001.00425v1,2020-01-02
Restricting the Flow: Information Bottlenecks for Attribution,"Attribution methods provide insights into the decision-making of machine
learning models like artificial neural networks. For a given input sample, they
assign a relevance score to each individual input variable, such as the pixels
of an image. In this work we adapt the information bottleneck concept for
attribution. By adding noise to intermediate feature maps we restrict the flow
of information and can quantify (in bits) how much information image regions
provide. We compare our method against ten baselines using three different
metrics on VGG-16 and ResNet-50, and find that our methods outperform all
baselines in five out of six settings. The method's information-theoretic
foundation provides an absolute frame of reference for attribution values
(bits) and a guarantee that regions scored close to zero are not necessary for
the network's decision.",stat.ML,"cs.CV, cs.LG, stat.ML",3,Machine Learning,"Computer Vision and Pattern Recognition, Machine Learning, Machine Learning",Tim Landgraf,"Karl Schulz, Leon Sixt, Federico Tombari, Tim Landgraf",4,http://arxiv.org/pdf/2001.00396v1,http://arxiv.org/abs/2001.00396v1,2020-01-02
"Butterfly detection and classification based on integrated YOLO
  algorithm","Insects are abundant species on the earth, and the task of identification and
identification of insects is complex and arduous. How to apply artificial
intelligence technology and digital image processing methods to automatic
identification of insect species is a hot issue in current research. In this
paper, the problem of automatic detection and classification recognition of
butterfly photographs is studied, and a method of bio-labeling suitable for
butterfly classification is proposed. On the basis of YOLO algorithm, by
synthesizing the results of YOLO models with different training mechanisms, a
butterfly automatic detection and classification recognition algorithm based on
YOLO algorithm is proposed. It greatly improves the generalization ability of
YOLO algorithm and makes it have better ability to solve small sample problems.
The experimental results show that the proposed annotation method and
integrated YOLO algorithm have high accuracy and recognition rate in butterfly
automatic detection and recognition.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Jingyu Hao,"Bohan Liang, Shangxi Wu, Kaiyuan Xu, Jingyu Hao",4,http://arxiv.org/pdf/2001.00361v1,http://arxiv.org/abs/2001.00361v1,2020-01-02
