title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
"Intelligent Bandwidth Allocation for Latency Management in NG-EPON using
  Reinforcement Learning Methods","A novel intelligent bandwidth allocation scheme in NG-EPON using
reinforcement learning is proposed and demonstrated for latency management. We
verify the capability of the proposed scheme under both fixed and dynamic
traffic loads scenarios to achieve <1ms average latency. The RL agent
demonstrates an efficient intelligent mechanism to manage the latency, which
provides a promising IBA solution for the next-generation access network.",cs.NI,"eess.SP, cs.LG, cs.NI",3,Networking and Internet Architecture,"Signal Processing, Machine Learning, Networking and Internet Architecture",Gee-Kung Chang,"Qi Zhou, Jingjie Zhu, Junwen Zhang, Zhensheng Jia, Bernardo Huberman, Gee-Kung Chang",6,http://arxiv.org/pdf/2001.07698v1,http://arxiv.org/abs/2001.07698v1,2020-01-21
Stochastic Finite State Control of POMDPs with LTL Specifications,"Partially observable Markov decision processes (POMDPs) provide a modeling
framework for autonomous decision making under uncertainty and imperfect
sensing, e.g. robot manipulation and self-driving cars. However, optimal
control of POMDPs is notoriously intractable. This paper considers the
quantitative problem of synthesizing sub-optimal stochastic finite state
controllers (sFSCs) for POMDPs such that the probability of satisfying a set of
high-level specifications in terms of linear temporal logic (LTL) formulae is
maximized. We begin by casting the latter problem into an optimization and use
relaxations based on the Poisson equation and McCormick envelopes. Then, we
propose an stochastic bounded policy iteration algorithm, leading to a
controlled growth in sFSC size and an any time algorithm, where the performance
of the controller improves with successive iterations, but can be stopped by
the user based on time or memory considerations. We illustrate the proposed
method by a robot navigation case study.",cs.AI,"cs.RO, eess.SY, cs.FL, cs.SY, math.OC, cs.AI",6,Artificial Intelligence,"Robotics, Formal Languages and Automata Theory, Systems and Control, Optimization and Control, Artificial Intelligence",Joel W. Burdick,"Mohamadreza Ahmadi, Rangoli Sharan, Joel W. Burdick",3,http://arxiv.org/pdf/2001.07679v1,http://arxiv.org/abs/2001.07679v1,2020-01-21
Deceptive AI Explanations: Creation and Detection,"Artificial intelligence comes with great opportunities and but also great
risks. We investigate to what extent deep learning can be used to create and
detect deceptive explanations that either aim to lure a human into believing a
decision that is not truthful to the model or provide reasoning that is
non-faithful to the decision. Our theoretical insights show some limits of
deception and detection in the absence of domain knowledge. For empirical
evaluation, we focus on text classification. To create deceptive explanations,
we alter explanations originating from GradCAM, a state-of-art technique for
creating explanations in neural networks. We evaluate the effectiveness of
deceptive explanations on 200 participants. Our findings indicate that
deceptive explanations can indeed fool humans. Our classifier can detect even
seemingly minor attempts of deception with accuracy that exceeds 80\% given
sufficient domain knowledge encoded in the form of training data.",cs.LG,"stat.ML, cs.AI, cs.LG",3,Machine Learning,"Machine Learning, Artificial Intelligence, Machine Learning",Christian Meske,"Johannes Schneider, Joshua Handali, Michalis Vlachos, Christian Meske",4,http://arxiv.org/pdf/2001.07641v1,http://arxiv.org/abs/2001.07641v1,2020-01-21
"Improving Interaction Quality Estimation with BiLSTMs and the Impact on
  Dialogue Policy Learning","Learning suitable and well-performing dialogue behaviour in statistical
spoken dialogue systems has been in the focus of research for many years. While
most work which is based on reinforcement learning employs an objective measure
like task success for modelling the reward signal, we use a reward based on
user satisfaction estimation. We propose a novel estimator and show that it
outperforms all previous estimators while learning temporal dependencies
implicitly. Furthermore, we apply this novel user satisfaction estimation model
live in simulated experiments where the satisfaction estimation model is
trained on one domain and applied in many other domains which cover a similar
task. We show that applying this model results in higher estimated
satisfaction, similar task success rates and a higher robustness to noise.",cs.CL,"stat.ML, cs.AI, cs.CL",3,Computation and Language,"Machine Learning, Artificial Intelligence, Computation and Language",Stefan Ultes,Stefan Ultes,1,http://arxiv.org/pdf/2001.07615v1,http://arxiv.org/abs/2001.07615v1,2020-01-21
Turing analogues of Gödel statements and computability of intelligence,"We show that there is a mathematical obstruction to complete Turing
computability of intelligence. This obstruction can be circumvented only if
human reasoning is fundamentally unsound. The most compelling original argument
for existence of such an obstruction was proposed by Penrose, however G\""odel,
Turing and Lucas have also proposed such arguments. We first partially
reformulate the argument of Penrose. In this formulation we argue that his
argument works up to possibility of construction of a certain G\""odel
statement. We then completely re-frame the argument in the language of Turing
machines, and by partially defining our subject just enough, we show that a
certain analogue of a G\""odel statement, or a G\""odel string as we call it in
the language of Turing machines, can be readily constructed directly, without
appeal to the G\""odel incompleteness theorem, and thus removing the final
objection.",cs.LO,"cs.LO, cs.AI",2,Logic in Computer Science,"Logic in Computer Science, Artificial Intelligence",Yasha Savelyev,Yasha Savelyev,1,http://arxiv.org/pdf/2001.07592v1,http://arxiv.org/abs/2001.07592v1,2020-01-21
Adequate and fair explanations,"Explaining sophisticated machine-learning based systems is an important issue
at the foundations of AI. Recent efforts have shown various methods for
providing explanations. These approaches can be broadly divided into two
schools: those that provide a local and human interpreatable approximation of a
machine learning algorithm, and logical approaches that exactly characterise
one aspect of the decision. In this paper we focus upon the second school of
exact explanations with a rigorous logical foundation. There is an
epistemological problem with these exact methods. While they can furnish
complete explanations, such explanations may be too complex for humans to
understand or even to write down in human readable form. Interpretability
requires epistemically accessible explanations, explanations humans can grasp.
Yet what is a sufficiently complete epistemically accessible explanation still
needs clarification. We do this here in terms of counterfactuals, following
[Wachter et al., 2017]. With counterfactual explanations, many of the
assumptions needed to provide a complete explanation are left implicit. To do
so, counterfactual explanations exploit the properties of a particular data
point or sample, and as such are also local as well as partial explanations. We
explore how to move from local partial explanations to what we call complete
local explanations and then to global ones. But to preserve accessibility we
argue for the need for partiality. This partiality makes it possible to hide
explicit biases present in the algorithm that may be injurious or unfair.We
investigate how easy it is to uncover these biases in providing complete and
fair explanations by exploiting the structure of the set of counterfactuals
providing a complete local explanation.",cs.AI,"cs.AI, I.2.0",2,Artificial Intelligence,Artificial Intelligence,Chris Russell,"Nicholas Asher, Soumya Paul, Chris Russell",3,http://arxiv.org/pdf/2001.07578v1,http://arxiv.org/abs/2001.07578v1,2020-01-21
Implementations in Machine Ethics: A Survey,"Increasingly complex and autonomous systems require machine ethics to
maximize the benefits and minimize the risks to society arising from the new
technology. It is challenging to decide which type of ethical theory to employ
and how to implement it effectively. This survey provides a threefold
contribution. Firstly, it introduces a taxonomy to analyze the field of machine
ethics from an ethical, implementational, and technical perspective. Secondly,
an exhaustive selection and description of relevant works is presented.
Thirdly, applying the new taxonomy to the selected works, dominant research
patterns and lessons for the field are identified, and future directions for
research are suggested.",cs.AI,cs.AI,1,Artificial Intelligence,Artificial Intelligence,Abraham Bernstein,"Suzanne Tolmeijer, Markus Kneer, Cristina Sarasua, Markus Christen, Abraham Bernstein",5,http://arxiv.org/pdf/2001.07573v1,http://arxiv.org/abs/2001.07573v1,2020-01-21
Provenance for the Description Logic ELHr,"We address the problem of handling provenance information in ELHr ontologies.
We consider a setting recently introduced for ontology-based data access, based
on semirings and extending classical data provenance, in which ontology axioms
are annotated with provenance tokens. A consequence inherits the provenance of
the axioms involved in deriving it, yielding a provenance polynomial as an
annotation. We analyse the semantics for the ELHr case and show that the
presence of conjunctions poses various difficulties for handling provenance,
some of which are mitigated by assuming multiplicative idempotency of the
semiring. Under this assumption, we study three problems: ontology completion
with provenance, computing the set of relevant axioms for a consequence, and
query answering.",cs.LO,"cs.LO, cs.AI, 16Y60",3,Logic in Computer Science,"Logic in Computer Science, Artificial Intelligence",Livia Predoiu,"Camille Bourgaux, Ana Ozaki, Rafael Peñaloza, Livia Predoiu",4,http://arxiv.org/pdf/2001.07541v1,http://arxiv.org/abs/2001.07541v1,2020-01-21
AI Trust in business processes: The need for process-aware explanations,"Business processes underpin a large number of enterprise operations including
processing loan applications, managing invoices, and insurance claims. There is
a large opportunity for infusing AI to reduce cost or provide better customer
experience, and the business process management (BPM) literature is rich in
machine learning solutions including unsupervised learning to gain insights on
clusters of process traces, classification models to predict the outcomes,
duration, or paths of partial process traces, extracting business process from
documents, and models to recommend how to optimize a business process or
navigate decision points. More recently, deep learning models including those
from the NLP domain have been applied to process predictions.
  Unfortunately, very little of these innovations have been applied and adopted
by enterprise companies. We assert that a large reason for the lack of adoption
of AI models in BPM is that business users are risk-averse and do not
implicitly trust AI models. There has, unfortunately, been little attention
paid to explaining model predictions to business users with process context. We
challenge the BPM community to build on the AI interpretability literature, and
the AI Trust community to understand",cs.AI,cs.AI,1,Artificial Intelligence,Artificial Intelligence,Vinod Muthusamy,"Steve T. K. Jan, Vatche Ishakian, Vinod Muthusamy",3,http://arxiv.org/pdf/2001.07537v1,http://arxiv.org/abs/2001.07537v1,2020-01-21
Domain-Aware Dialogue State Tracker for Multi-Domain Dialogue Systems,"In task-oriented dialogue systems the dialogue state tracker (DST) component
is responsible for predicting the state of the dialogue based on the dialogue
history. Current DST approaches rely on a predefined domain ontology, a fact
that limits their effective usage for large scale conversational agents, where
the DST constantly needs to be interfaced with ever-increasing services and
APIs. Focused towards overcoming this drawback, we propose a domain-aware
dialogue state tracker, that is completely data-driven and it is modeled to
predict for dynamic service schemas. The proposed model utilizes domain and
slot information to extract both domain and slot specific representations for a
given dialogue, and then uses such representations to predict the values of the
corresponding slot. Integrating this mechanism with a pretrained language model
(i.e. BERT), our approach can effectively learn semantic relations.",cs.CL,"cs.AI, cs.CL",2,Computation and Language,"Artificial Intelligence, Computation and Language",Bernardo Magnini,"Vevake Balaraman, Bernardo Magnini",2,http://arxiv.org/pdf/2001.07526v1,http://arxiv.org/abs/2001.07526v1,2020-01-21
