title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
Adversarially Guided Self-Play for Adopting Social Conventions,"Robotic agents must adopt existing social conventions in order to be
effective teammates. These social conventions, such as driving on the right or
left side of the road, are arbitrary choices among optimal policies, but all
agents on a successful team must use the same convention. Prior work has
identified a method of combining self-play with paired input-output data
gathered from existing agents in order to learn their social convention without
interacting with them. We build upon this work by introducing a technique
called Adversarial Self-Play (ASP) that uses adversarial training to shape the
space of possible learned policies and substantially improves learning
efficiency. ASP only requires the addition of unpaired data: a dataset of
outputs produced by the social convention without associated inputs.
Theoretical analysis reveals how ASP shapes the policy space and the
circumstances (when behaviors are clustered or exhibit some other structure)
under which it offers the greatest benefits. Empirical results across three
domains confirm ASP's advantages: it produces models that more closely match
the desired social convention when given as few as two paired datapoints.",cs.AI,"cs.RO, cs.MA, cs.AI",3,Artificial Intelligence,"Robotics, Multiagent Systems, Artificial Intelligence",Julie Shah,"Mycal Tucker, Yilun Zhou, Julie Shah",3,http://arxiv.org/pdf/2001.05994v1,http://arxiv.org/abs/2001.05994v1,2020-01-16
"#MeToo on Campus: Studying College Sexual Assault at Scale Using Data
  Reported on Social Media","Recently, the emergence of the #MeToo trend on social media has empowered
thousands of people to share their own sexual harassment experiences. This
viral trend, in conjunction with the massive personal information and content
available on Twitter, presents a promising opportunity to extract data driven
insights to complement the ongoing survey based studies about sexual harassment
in college. In this paper, we analyze the influence of the #MeToo trend on a
pool of college followers. The results show that the majority of topics
embedded in those #MeToo tweets detail sexual harassment stories, and there
exists a significant correlation between the prevalence of this trend and
official reports on several major geographical regions. Furthermore, we
discover the outstanding sentiments of the #MeToo tweets using deep semantic
meaning representations and their implications on the affected users
experiencing different types of sexual harassment. We hope this study can raise
further awareness regarding sexual misconduct in academia.",cs.SI,"cs.MM, cs.SI, cs.CL, cs.AI",4,Social and Information Networks,"Multimedia, Social and Information Networks, Computation and Language, Artificial Intelligence",Jiebo Luo,"Viet Duong, Phu Pham, Ritwik Bose, Jiebo Luo",4,http://arxiv.org/pdf/2001.05970v1,http://arxiv.org/abs/2001.05970v1,2020-01-16
"On Expert Behaviors and Question Types for Efficient Query-Based
  Ontology Fault Localization","We challenge existing query-based ontology fault localization methods wrt.
assumptions they make, criteria they optimize, and interaction means they use.
We find that their efficiency depends largely on the behavior of the
interacting expert, that performed calculations can be inefficient or
imprecise, and that used optimization criteria are often not fully realistic.
As a remedy, we suggest a novel (and simpler) interaction approach which
overcomes all identified problems and, in comprehensive experiments on faulty
real-world ontologies, enables a successful fault localization while requiring
fewer expert interactions in 66 % of the cases, and always at least 80 % less
expert waiting time, compared to existing methods.",cs.AI,"cs.LO, cs.PF, cs.HC, cs.AI",4,Artificial Intelligence,"Logic in Computer Science, Performance, Human-Computer Interaction, Artificial Intelligence",Patrick Rodler,Patrick Rodler,1,http://arxiv.org/pdf/2001.05952v1,http://arxiv.org/abs/2001.05952v1,2020-01-16
Broadening Label-based Argumentation Semantics with May-Must Scales,"The semantics as to which set of arguments in a given argumentation graph may
be acceptable (acceptability semantics) can be characterised in a few different
ways. Among them, labelling-based approach allows for concise and flexible
determination of acceptability statuses of arguments through assignment of a
label indicating acceptance, rejection, or undecided to each argument. In this
work, we contemplate a way of broadening it by accommodating may- and must-
conditions for an argument to be accepted or rejected, as determined by the
number(s) of rejected and accepted attacking arguments. We show that the
broadened label-based semantics can be used to express more mild indeterminacy
than inconsistency for acceptability judgement when, for example, it may be the
case that an argument is accepted and when it may also be the case that it is
rejected. We identify that finding which conditions a labelling satisfies for
every argument can be an undecidable problem, which has an unfavourable
implication to semantics. We propose to address this problem by enforcing a
labelling to maximally respect the conditions, while keeping the rest that
would necessarily cause non-termination labelled undecided.",cs.AI,cs.AI,1,Artificial Intelligence,Artificial Intelligence,Takayuki Ito,"Ryuta Arisaka, Takayuki Ito",2,http://arxiv.org/pdf/2001.05730v1,http://arxiv.org/abs/2001.05730v1,2020-01-16
Graph Attentional Autoencoder for Anticancer Hyperfood Prediction,"Recent research efforts have shown the possibility to discover anticancer
drug-like molecules in food from their effect on protein-protein interaction
networks, opening a potential pathway to disease-beating diet design. We
formulate this task as a graph classification problem on which graph neural
networks (GNNs) have achieved state-of-the-art results. However, GNNs are
difficult to train on sparse low-dimensional features according to our
empirical evidence. Here, we present graph augmented features, integrating
graph structural information and raw node attributes with varying ratios, to
ease the training of networks. We further introduce a novel neural network
architecture on graphs, the Graph Attentional Autoencoder (GAA) to predict food
compounds with anticancer properties based on perturbed protein networks. We
demonstrate that the method outperforms the baseline approach and
state-of-the-art graph classification models in this task.",cs.LG,"cs.LG, cs.AI",2,Machine Learning,"Machine Learning, Artificial Intelligence",Michael Bronstein,"Guadalupe Gonzalez, Shunwang Gong, Ivan Laponogov, Kirill Veselkov, Michael Bronstein",5,http://arxiv.org/pdf/2001.05724v1,http://arxiv.org/abs/2001.05724v1,2020-01-16
"A Common Operating Picture Framework Leveraging Data Fusion and Deep
  Learning","Organizations are starting to realize of the combined power of data and
data-driven algorithmic models to gain insights, situational awareness, and
advance their mission. A common challenge to gaining insights is connecting
inherently different datasets. These datasets (e.g. geocoded features, video
streams, raw text, social network data, etc.) per separate they provide very
narrow answers; however collectively they can provide new capabilities. In this
work, we present a data fusion framework for accelerating solutions for
Processing, Exploitation, and Dissemination (PED). Our platform is a collection
of services that extract information from several data sources (per separate)
by leveraging deep learning and other means of processing. This information is
fused by a set of analytical engines that perform data correlations, searches,
and other modeling operations to combine information from the disparate data
sources. As a result, events of interest are detected, geolocated, logged, and
presented into a common operating picture. This common operating picture allows
the user to visualize in real time all the data sources, per separate and their
collective cooperation. In addition, forensic activities have been implemented
and made available through the framework. Users can review archived results and
compare them to the most recent snapshot of the operational environment. In our
first iteration we have focused on visual data (FMV, WAMI, CCTV/PTZ-Cameras,
open source video, etc.) and AIS data streams (satellite and terrestrial
sources). As a proof-of-concept, in our experiments we show how FMV detections
can be combined with vessel tracking signals from AIS sources to confirm
identity, tip-and-cue aerial reconnaissance, and monitor vessel activity in an
area.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Marc Bosch,"Benjamin Ortiz, David Lindenbaum, Joseph Nassar, Brendan Lammers, John Wahl, Robert Mangum, Margaret Smith, Marc Bosch",8,http://arxiv.org/pdf/2001.05982v1,http://arxiv.org/abs/2001.05982v1,2020-01-16
"Contextual Sense Making by Fusing Scene Classification, Detections, and
  Events in Full Motion Video","With the proliferation of imaging sensors, the volume of multi-modal imagery
far exceeds the ability of human analysts to adequately consume and exploit it.
Full motion video (FMV) possesses the extra challenge of containing large
amounts of redundant temporal data. We aim to address the needs of human
analysts to consume and exploit data given aerial FMV. We have investigated and
designed a system capable of detecting events and activities of interest that
deviate from the baseline patterns of observation given FMV feeds. We have
divided the problem into three tasks: (1) Context awareness, (2) object
cataloging, and (3) event detection. The goal of context awareness is to
constraint the problem of visual search and detection in video data. A custom
image classifier categorizes the scene with one or multiple labels to identify
the operating context and environment. This step helps reducing the semantic
search space of downstream tasks in order to increase their accuracy. The
second step is object cataloging, where an ensemble of object detectors locates
and labels any known objects found in the scene (people, vehicles, boats,
planes, buildings, etc.). Finally, context information and detections are sent
to the event detection engine to monitor for certain behaviors. A series of
analytics monitor the scene by tracking object counts, and object interactions.
If these object interactions are not declared to be commonly observed in the
current scene, the system will report, geolocate, and log the event. Events of
interest include identifying a gathering of people as a meeting and/or a crowd,
alerting when there are boats on a beach unloading cargo, increased count of
people entering a building, people getting in and/or out of vehicles of
interest, etc. We have applied our methods on data from different sensors at
different resolutions in a variety of geographical areas.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Margaret Smith,"Marc Bosch, Joseph Nassar, Benjamin Ortiz, Brendan Lammers, David Lindenbaum, John Wahl, Robert Mangum, Margaret Smith",8,http://arxiv.org/pdf/2001.05979v1,http://arxiv.org/abs/2001.05979v1,2020-01-16
MeliusNet: Can Binary Neural Networks Achieve MobileNet-level Accuracy?,"Binary Neural Networks (BNNs) are neural networks which use binary weights
and activations instead of the typical 32-bit floating point values. They have
reduced model sizes and allow for efficient inference on mobile or embedded
devices with limited power and computational resources. However, the
binarization of weights and activations leads to feature maps of lower quality
and lower capacity and thus a drop in accuracy compared to traditional
networks. Previous work has increased the number of channels or used multiple
binary bases to alleviate these problems. In this paper, we instead present
MeliusNet consisting of alternating two block designs, which consecutively
increase the number of features and then improve the quality of these features.
In addition, we propose a redesign of those layers that use 32-bit values in
previous approaches to reduce the required number of operations. Experiments on
the ImageNet dataset demonstrate the superior performance of our MeliusNet over
a variety of popular binary architectures with regards to both computation
savings and accuracy. Furthermore, with our method we trained BNN models, which
for the first time can match the accuracy of the popular compact network
MobileNet in terms of model size and accuracy. Our code is published online:
https://github.com/hpi-xnor/BMXNet-v2",cs.LG,"stat.ML, cs.LG, cs.CV",3,Machine Learning,"Machine Learning, Machine Learning, Computer Vision and Pattern Recognition",Christoph Meinel,"Joseph Bethge, Christian Bartz, Haojin Yang, Ying Chen, Christoph Meinel",5,http://arxiv.org/pdf/2001.05936v1,http://arxiv.org/abs/2001.05936v1,2020-01-16
"Road Network and Travel Time Extraction from Multiple Look Angles with
  SpaceNet Data","Identification of road networks and optimal routes directly from remote
sensing is of critical importance to a broad array of humanitarian and
commercial applications. Yet while identification of road pixels has been
attempted before, estimation of route travel times from overhead imagery
remains a novel problem, particularly for off-nadir overhead imagery. To this
end, we extract road networks with travel time estimates from the SpaceNet MVOI
dataset. Utilizing the CRESIv2 framework, we demonstrate the ability to extract
road networks in various observation angles and quantify performance at 27
unique nadir angles with the graph-theoretic APLS_length and APLS_time metrics.
A minimal gap of 0.03 between APLS_length and APLS_time scores indicates that
our approach yields speed limits and travel times with very high fidelity. We
also explore the utility of incorporating all available angles during model
training, and find a peak score of APLS_time = 0.56. The combined model
exhibits greatly improved robustness over angle-specific models, despite the
very different appearance of road networks at extremely oblique off-nadir
angles versus images captured from directly overhead.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Ryan Lewis,"Adam Van Etten, Jacob Shermeyer, Daniel Hogan, Nicholas Weir, Ryan Lewis",5,http://arxiv.org/pdf/2001.05923v1,http://arxiv.org/abs/2001.05923v1,2020-01-16
Continual Learning for Domain Adaptation in Chest X-ray Classification,"Over the last years, Deep Learning has been successfully applied to a broad
range of medical applications. Especially in the context of chest X-ray
classification, results have been reported which are on par, or even superior
to experienced radiologists. Despite this success in controlled experimental
environments, it has been noted that the ability of Deep Learning models to
generalize to data from a new domain (with potentially different tasks) is
often limited. In order to address this challenge, we investigate techniques
from the field of Continual Learning (CL) including Joint Training (JT),
Elastic Weight Consolidation (EWC) and Learning Without Forgetting (LWF). Using
the ChestX-ray14 and the MIMIC-CXR datasets, we demonstrate empirically that
these methods provide promising options to improve the performance of Deep
Learning models on a target domain and to mitigate effectively catastrophic
forgetting for the source domain. To this end, the best overall performance was
obtained using JT, while for LWF competitive results could be achieved - even
without accessing data from the source domain.",cs.CV,"cs.CV, cs.LG",2,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning",Axel Saalbach,"Matthias Lenga, Heinrich Schulz, Axel Saalbach",3,http://arxiv.org/pdf/2001.05922v1,http://arxiv.org/abs/2001.05922v1,2020-01-16
