title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
Robust Explanations for Visual Question Answering,"In this paper, we propose a method to obtain robust explanations for visual
question answering(VQA) that correlate well with the answers. Our model
explains the answers obtained through a VQA model by providing visual and
textual explanations. The main challenges that we address are i) Answers and
textual explanations obtained by current methods are not well correlated and
ii) Current methods for visual explanation do not focus on the right location
for explaining the answer. We address both these challenges by using a
collaborative correlated module which ensures that even if we do not train for
noise based attacks, the enhanced correlation ensures that the right
explanation and answer can be generated. We further show that this also aids in
improving the generated visual and textual explanations. The use of the
correlated module can be thought of as a robust method to verify if the answer
and explanations are coherent. We evaluate this model using VQA-X dataset. We
observe that the proposed method yields better textual and visual justification
that supports the decision. We showcase the robustness of the model against a
noise-based perturbation attack using corresponding visual and textual
explanations. A detailed empirical analysis is shown. Here we provide source
code link for our model \url{https://github.com/DelTA-Lab-IITK/CCM-WACV}.",cs.CV,"cs.CL, cs.LG, cs.AI, cs.CV, cs.MM",5,Computer Vision and Pattern Recognition,"Computation and Language, Machine Learning, Artificial Intelligence, Computer Vision and Pattern Recognition, Multimedia",Vinay P. Namboodiri,"Badri N. Patro, Shivansh Pate, Vinay P. Namboodiri",3,http://arxiv.org/pdf/2001.08730v1,http://arxiv.org/abs/2001.08730v1,2020-01-23
Model-theoretic Characterizations of Existential Rule Languages,"Existential rules, a.k.a. dependencies in databases, and Datalog+/- in
knowledge representation and reasoning recently, are a family of important
logical languages widely used in computer science and artificial intelligence.
Towards a deep understanding of these languages in model theory, we establish
model-theoretic characterizations for a number of existential rule languages
such as (disjunctive) embedded dependencies, tuple-generating dependencies
(TGDs), (frontier-)guarded TGDs and linear TGDs. All these characterizations
hold for arbitrary structures, and most of them also work on the class of
finite structures. As a natural application of these characterizations,
complexity bounds for the rewritability of above languages are also identified.",cs.AI,"cs.DB, cs.LO, cs.AI",3,Artificial Intelligence,"Databases, Logic in Computer Science, Artificial Intelligence",Guifei Jiang,"Heng Zhang, Yan Zhang, Guifei Jiang",3,http://arxiv.org/pdf/2001.08688v1,http://arxiv.org/abs/2001.08688v1,2020-01-23
I Feel I Feel You: A Theory of Mind Experiment in Games,"In this study into the player's emotional theory of mind of gameplaying
agents, we investigate how an agent's behaviour and the player's own
performance and emotions shape the recognition of a frustrated behaviour. We
focus on the perception of frustration as it is a prevalent affective
experience in human-computer interaction. We present a testbed game tailored
towards this end, in which a player competes against an agent with a
frustration model based on theory. We collect gameplay data, an annotated
ground truth about the player's appraisal of the agent's frustration, and apply
face recognition to estimate the player's emotional state. We examine the
collected data through correlation analysis and predictive machine learning
models, and find that the player's observable emotions are not correlated
highly with the perceived frustration of the agent. This suggests that our
subject's theory of mind is a cognitive process based on the gameplay context.
Our predictive models---using ranking support vector machines---corroborate
these results, yielding moderately accurate predictors of players' theory of
mind.",cs.AI,"cs.LG, cs.HC, cs.AI",3,Artificial Intelligence,"Machine Learning, Human-Computer Interaction, Artificial Intelligence",Antonios Liapis,"David Melhart, Georgios N. Yannakakis, Antonios Liapis",3,http://arxiv.org/pdf/2001.08656v1,http://arxiv.org/abs/2001.08656v1,2020-01-23
Compositional properties of emergent languages in deep learning,"Recent findings in multi-agent deep learning systems point towards the
emergence of compositional languages. These claims are often made without exact
analysis or testing of the language. In this work, we analyze the emergent
language resulting from two different cooperative multi-agent game with more
exact measures for compositionality. Our findings suggest that solutions found
by deep learning models are often lacking the ability to reason on an abstract
level therefore failing to generalize the learned knowledge to out of the
training distribution examples. Strategies for testing compositional capacities
and emergence of human-level concepts are discussed.",cs.LG,"cs.AI, stat.ML, cs.LG",3,Machine Learning,"Artificial Intelligence, Machine Learning, Machine Learning",Elia Bruni,"Bence Keresztury, Elia Bruni",2,http://arxiv.org/pdf/2001.08618v1,http://arxiv.org/abs/2001.08618v1,2020-01-23
Learning Distributional Programs for Relational Autocompletion,"Relational autocompletion is the problem of automatically filling out some
missing fields in a relational database. We tackle this problem within the
probabilistic logic programming framework of Distributional Clauses (DC), which
supports both discrete and continuous probability distributions. Within this
framework, we introduce Dreaml -- an approach to learn both the structure and
the parameters of DC programs from databases that may contain missing
information. To realize this, Dreaml integrates statistical modeling,
distributional clauses with rule learning. The distinguishing features of
Dreaml are that it 1) tackles relational autocompletion, 2) learns
distributional clauses extended with statistical models, 3) deals with both
discrete and continuous distributions, 4) can exploit background knowledge, and
5) uses an expectation-maximization based algorithm to cope with missing data.",cs.AI,"cs.LG, cs.LO, cs.AI",3,Artificial Intelligence,"Machine Learning, Logic in Computer Science, Artificial Intelligence",De Raedt Luc,"Kumar Nitesh, Kuzelka Ondrej, De Raedt Luc",3,http://arxiv.org/pdf/2001.08603v1,http://arxiv.org/abs/2001.08603v1,2020-01-23
"Learning Object Placements For Relational Instructions by Hallucinating
  Scene Representations","Robots coexisting with humans in their environment and performing services
for them need the ability to interact with them. One particular requirement for
such robots is that they are able to understand spatial relations and can place
objects in accordance with the spatial relations expressed by their user. In
this work, we present a convolutional neural network for estimating pixelwise
object placement probabilities for a set of spatial relations from a single
input image. During training, our network receives the learning signal by
classifying hallucinated high-level scene representations as an auxiliary task.
Unlike previous approaches, our method does not require ground truth data for
the pixelwise relational probabilities or 3D models of the objects, which
significantly expands the applicability in practical applications. Our results
obtained using real-world data and human-robot experiments demonstrate the
effectiveness of our method in reasoning about the best way to place objects to
reproduce a spatial relation.",cs.RO,"cs.CV, cs.RO, cs.AI",3,Robotics,"Computer Vision and Pattern Recognition, Robotics, Artificial Intelligence",Wolfram Burgard,"Oier Mees, Alp Emek, Johan Vertens, Wolfram Burgard",4,http://arxiv.org/pdf/2001.08481v1,http://arxiv.org/abs/2001.08481v1,2020-01-23
"Socially intelligent task and motion planning for human-robot
  interaction","As social beings, much human behavior is predicated on social context - the
ambient social state that includes cultural norms, social signals, individual
preferences, etc. In this paper, we propose a socially-aware task and motion
planning algorithm that considers social context to generate appropriate and
effective plans in human social environments (HSEs). The key strength of our
proposed approach is that it explicitly models how potential actions not only
affect objective cost, but also transform the social context in which it plans
and acts. We investigate strategies to limit the complexity of our algorithm,
so that our planner will remain tractable for mobile platforms in complex HSEs
like hospitals and factories. The planner will also consider the relative
importance and urgency of its tasks, which it uses to determine when it is and
is not appropriate to violate social expectations to achieve its objective.
This social awareness will allow robots to understand a fundamental rule of
society: just because something makes your job easier, does not make it the
right thing to do!
  To our knowledge, the proposed work is the first task and motion planning
approach that supports socially intelligent robot policy for HSEs. Through this
ongoing work, robots will be able to understand, respect, and leverage social
context accomplish tasks both acceptably and effectively in HSEs.",cs.RO,"cs.RO, cs.AI",2,Robotics,"Robotics, Artificial Intelligence",Laurel Riek,"Andrea Frank, Laurel Riek",2,http://arxiv.org/pdf/2001.08398v1,http://arxiv.org/abs/2001.08398v1,2020-01-23
"Numerical Abstract Persuasion Argumentation for Expressing Concurrent
  Multi-Agent Negotiations","A negotiation process by 2 agents e1 and e2 can be interleaved by another
negotiation process between, say, e1 and e3. The interleaving may alter the
resource allocation assumed at the inception of the first negotiation process.
Existing proposals for argumentation-based negotiations have focused primarily
on two-agent bilateral negotiations, but scarcely on the concurrency of
multi-agent negotiations. To fill the gap, we present a novel argumentation
theory, basing its development on abstract persuasion argumentation (which is
an abstract argumentation formalism with a dynamic relation). Incorporating
into it numerical information and a mechanism of handshakes among members of
the dynamic relation, we show that the extended theory adapts well to
concurrent multi-agent negotiations over scarce resources.",cs.AI,"cs.MA, cs.AI",2,Artificial Intelligence,"Multiagent Systems, Artificial Intelligence",Takayuki Ito,"Ryuta Arisaka, Takayuki Ito",2,http://arxiv.org/pdf/2001.08335v1,http://arxiv.org/abs/2001.08335v1,2020-01-23
Audiovisual SlowFast Networks for Video Recognition,"We present Audiovisual SlowFast Networks, an architecture for integrated
audiovisual perception. AVSlowFast extends SlowFast Networks with a Faster
Audio pathway that is deeply integrated with its visual counterparts. We fuse
audio and visual features at multiple layers, enabling audio to contribute to
the formation of hierarchical audiovisual concepts. To overcome training
difficulties that arise from different learning dynamics for audio and visual
modalities, we employ DropPathway that randomly drops the Audio pathway during
training as a simple and effective regularization technique. Inspired by prior
studies in neuroscience, we perform hierarchical audiovisual synchronization
and show that it leads to better audiovisual features. We report
state-of-the-art results on four video action classification and detection
datasets, perform detailed ablation studies, and show the generalization of
AVSlowFast to self-supervised tasks, where it improves over prior work. Code
will be made available at: https://github.com/facebookresearch/SlowFast.",cs.CV,cs.CV,1,Computer Vision and Pattern Recognition,Computer Vision and Pattern Recognition,Christoph Feichtenhofer,"Fanyi Xiao, Yong Jae Lee, Kristen Grauman, Jitendra Malik, Christoph Feichtenhofer",5,http://arxiv.org/pdf/2001.08740v1,http://arxiv.org/abs/2001.08740v1,2020-01-23
"Cross-Domain Few-Shot Classification via Learned Feature-Wise
  Transformation","Few-shot classification aims to recognize novel categories with only few
labeled images in each class. Existing metric-based few-shot classification
algorithms predict categories by comparing the feature embeddings of query
images with those from a few labeled images (support examples) using a learned
metric function. While promising performance has been demonstrated, these
methods often fail to generalize to unseen domains due to large discrepancy of
the feature distribution across domains. In this work, we address the problem
of few-shot classification under domain shifts for metric-based methods. Our
core idea is to use feature-wise transformation layers for augmenting the image
features using affine transforms to simulate various feature distributions
under different domains in the training stage. To capture variations of the
feature distributions under different domains, we further apply a
learning-to-learn approach to search for the hyper-parameters of the
feature-wise transformation layers. We conduct extensive experiments and
ablation studies under the domain generalization setting using five few-shot
classification datasets: mini-ImageNet, CUB, Cars, Places, and Plantae.
Experimental results demonstrate that the proposed feature-wise transformation
layer is applicable to various metric-based models, and provides consistent
improvements on the few-shot classification performance under domain shift.",cs.CV,"cs.CV, cs.LG",2,Computer Vision and Pattern Recognition,"Computer Vision and Pattern Recognition, Machine Learning",Ming-Hsuan Yang,"Hung-Yu Tseng, Hsin-Ying Lee, Jia-Bin Huang, Ming-Hsuan Yang",4,http://arxiv.org/pdf/2001.08735v1,http://arxiv.org/abs/2001.08735v1,2020-01-23
