title,summary,primary_tag,tags,n_tags,primary_category,categories,author,authors,n_authors,url_pdf,url_href,date
An Exploration of Embodied Visual Exploration,"Embodied computer vision considers perception for robots in general,
unstructured environments. Of particular importance is the embodied visual
exploration problem: how might a robot equipped with a camera scope out a new
environment? Despite the progress thus far, many basic questions pertinent to
this problem remain unanswered: (i) What does it mean for an agent to explore
its environment well? (ii) Which methods work well, and under which assumptions
and environmental settings? (iii) Where do current approaches fall short, and
where might future work seek to improve? Seeking answers to these questions, we
perform a thorough empirical study of four state-of-the-art paradigms on two
photorealistic simulated 3D environments. We present a taxonomy of key
exploration methods and a standard framework for benchmarking visual
exploration algorithms. Our experimental results offer insights, and suggest
new performance metrics and baselines for future work in visual exploration.",cs.CV,"cs.AI, cs.CV",2,Computer Vision and Pattern Recognition,"Artificial Intelligence, Computer Vision and Pattern Recognition",Kristen Grauman,"Santhosh K. Ramakrishnan, Dinesh Jayaraman, Kristen Grauman",3,http://arxiv.org/pdf/2001.02192v1,http://arxiv.org/abs/2001.02192v1,2020-01-07
"Effect of Confidence and Explanation on Accuracy and Trust Calibration
  in AI-Assisted Decision Making","Today, AI is being increasingly used to help human experts make decisions in
high-stakes scenarios. In these scenarios, full automation is often
undesirable, not only due to the significance of the outcome, but also because
human experts can draw on their domain knowledge complementary to the model's
to ensure task success. We refer to these scenarios as AI-assisted decision
making, where the individual strengths of the human and the AI come together to
optimize the joint decision outcome. A key to their success is to appropriately
\textit{calibrate} human trust in the AI on a case-by-case basis; knowing when
to trust or distrust the AI allows the human expert to appropriately apply
their knowledge, improving decision outcomes in cases where the model is likely
to perform poorly. This research conducts a case study of AI-assisted decision
making in which humans and AI have comparable performance alone, and explores
whether features that reveal case-specific model information can calibrate
trust and improve the joint performance of the human and AI. Specifically, we
study the effect of showing confidence score and local explanation for a
particular prediction. Through two human experiments, we show that confidence
score can help calibrate people's trust in an AI model, but trust calibration
alone is not sufficient to improve AI-assisted decision making, which may also
depend on whether the human can bring in enough unique knowledge to complement
the AI's errors. We also highlight the problems in using local explanation for
AI-assisted decision making scenarios and invite the research community to
explore new approaches to explainability for calibrating human trust in AI.",cs.AI,"cs.AI, cs.HC",2,Artificial Intelligence,"Artificial Intelligence, Human-Computer Interaction",Rachel K. E. Bellamy,"Yunfeng Zhang, Q. Vera Liao, Rachel K. E. Bellamy",3,http://arxiv.org/pdf/2001.02114v1,http://arxiv.org/abs/2001.02114v1,2020-01-07
Exploring Unknown Universes in Probabilistic Relational Models,"Large probabilistic models are often shaped by a pool of known individuals (a
universe) and relations between them. Lifted inference algorithms handle sets
of known individuals for tractable inference. Universes may not always be
known, though, or may only described by assumptions such as ""small universes
are more likely"". Without a universe, inference is no longer possible for
lifted algorithms, losing their advantage of tractable inference. The aim of
this paper is to define a semantics for models with unknown universes decoupled
from a specific constraint language to enable lifted and thereby, tractable
inference.",cs.AI,cs.AI,1,Artificial Intelligence,Artificial Intelligence,Ralf Möller,"Tanya Braun, Ralf Möller",2,http://arxiv.org/pdf/2001.02021v1,http://arxiv.org/abs/2001.02021v1,2020-01-07
CNN 101: Interactive Visual Learning for Convolutional Neural Networks,"The success of deep learning solving previously-thought hard problems has
inspired many non-experts to learn and understand this exciting technology.
However, it is often challenging for learners to take the first steps due to
the complexity of deep learning models. We present our ongoing work, CNN 101,
an interactive visualization system for explaining and teaching convolutional
neural networks. Through tightly integrated interactive views, CNN 101 offers
both overview and detailed descriptions of how a model works. Built using
modern web technologies, CNN 101 runs locally in users' web browsers without
requiring specialized hardware, broadening the public's education access to
modern deep learning techniques.",cs.HC,"cs.HC, cs.AI, cs.LG",3,Human-Computer Interaction,"Human-Computer Interaction, Artificial Intelligence, Machine Learning",Duen Horng Chau,"Zijie J. Wang, Robert Turko, Omar Shaikh, Haekyu Park, Nilaksh Das, Fred Hohman, Minsuk Kahng, Duen Horng Chau",8,http://arxiv.org/pdf/2001.02004v1,http://arxiv.org/abs/2001.02004v1,2020-01-07
"Intrinsic Motivation and Episodic Memories for Robot Exploration of
  High-Dimensional Sensory Spaces","This work presents an architecture that generates curiosity-driven
goal-directed exploration behaviours for an image sensor of a microfarming
robot. A combination of deep neural networks for offline unsupervised learning
of low-dimensional features from images, and of online learning of shallow
neural networks representing the inverse and forward kinematics of the system
have been used. The artificial curiosity system assigns interest values to a
set of pre-defined goals, and drives the exploration towards those that are
expected to maximise the learning progress. We propose the integration of an
episodic memory in intrinsic motivation systems to face catastrophic forgetting
issues, typically experienced when performing online updates of artificial
neural networks. Our results show that adopting an episodic memory system not
only prevents the computational models from quickly forgetting knowledge that
has been previously acquired, but also provides new avenues for modulating the
balance between plasticity and stability of the models.",cs.AI,"cs.AI, cs.RO, cs.LG",3,Artificial Intelligence,"Artificial Intelligence, Robotics, Machine Learning",Timothée Wintz,"Guido Schillaci, Antonio Pico Villalpando, Verena Vanessa Hafner, Peter Hanappe, David Colliaux, Timothée Wintz",6,http://arxiv.org/pdf/2001.01982v1,http://arxiv.org/abs/2001.01982v1,2020-01-07
Context-Aware Design of Cyber-Physical Human Systems (CPHS),"Recently, it has been widely accepted by the research community that
interactions between humans and cyber-physical infrastructures have played a
significant role in determining the performance of the latter. The existing
paradigm for designing cyber-physical systems for optimal performance focuses
on developing models based on historical data. The impacts of context factors
driving human system interaction are challenging and are difficult to capture
and replicate in existing design models. As a result, many existing models do
not or only partially address those context factors of a new design owing to
the lack of capabilities to capture the context factors. This limitation in
many existing models often causes performance gaps between predicted and
measured results. We envision a new design environment, a cyber-physical human
system (CPHS) where decision-making processes for physical infrastructures
under design are intelligently connected to distributed resources over
cyberinfrastructure such as experiments on design features and empirical
evidence from operations of existing instances. The framework combines existing
design models with context-aware design-specific data involving
human-infrastructure interactions in new designs, using a machine learning
approach to create augmented design models with improved predictive powers.",cs.AI,"cs.AI, cs.MA, cs.LG",3,Artificial Intelligence,"Artificial Intelligence, Multiagent Systems, Machine Learning",Arnab Ganguly,"Supratik Mukhopadhyay, Qun Liu, Edward Collier, Yimin Zhu, Ravindra Gudishala, Chanachok Chokwitthaya, Robert DiBiano, Alimire Nabijiang, Sanaz Saeidi, Subhajit Sidhanta, Arnab Ganguly",11,http://arxiv.org/pdf/2001.01918v1,http://arxiv.org/abs/2001.01918v1,2020-01-07
"Monte Carlo Tree Search for Generating Interactive Data Analysis
  Interfaces","Interactive tools like user interfaces help democratize data access for
end-users by hiding underlying programming details and exposing the necessary
widget interface to users. Since customized interfaces are costly to build,
automated interface generation is desirable. SQL is the dominant way to analyze
data and there already exists logs to analyze data. Previous work proposed a
syntactic approach to analyze structural changes in SQL query logs and
automatically generates a set of widgets to express the changes. However, they
do not consider layout usability and the sequential order of queries in the
log. We propose to adopt Monte Carlo Tree Search(MCTS) to search for the
optimal interface that accounts for hierarchical layout as well as the
usability in terms of how easy to express the query log.",cs.DB,"cs.DB, cs.AI, cs.HC, I.2; H.2",4,Databases,"Databases, Artificial Intelligence, Human-Computer Interaction",Eugene Wu,"Yiru Chen, Eugene Wu",2,http://arxiv.org/pdf/2001.01902v1,http://arxiv.org/abs/2001.01902v1,2020-01-07
"IMLI: An Incremental Framework for MaxSAT-Based Learning of
  Interpretable Classification Rules","The wide adoption of machine learning in the critical domains such as medical
diagnosis, law, education had propelled the need for interpretable techniques
due to the need for end users to understand the reasoning behind decisions due
to learning systems. The computational intractability of interpretable learning
led practitioners to design heuristic techniques, which fail to provide sound
handles to tradeoff accuracy and interpretability.
  Motivated by the success of MaxSAT solvers over the past decade, recently
MaxSAT-based approach, called MLIC, was proposed that seeks to reduce the
problem of learning interpretable rules expressed in Conjunctive Normal Form
(CNF) to a MaxSAT query. While MLIC was shown to achieve accuracy similar to
that of other state of the art black-box classifiers while generating small
interpretable CNF formulas, the runtime performance of MLIC is significantly
lagging and renders approach unusable in practice. In this context, authors
raised the question: Is it possible to achieve the best of both worlds, i.e., a
sound framework for interpretable learning that can take advantage of MaxSAT
solvers while scaling to real-world instances?
  In this paper, we take a step towards answering the above question in
affirmation. We propose IMLI: an incremental approach to MaxSAT based framework
that achieves scalable runtime performance via partition-based training
methodology. Extensive experiments on benchmarks arising from UCI repository
demonstrate that IMLI achieves up to three orders of magnitude runtime
improvement without loss of accuracy and interpretability.",cs.AI,"cs.AI, cs.LG",2,Artificial Intelligence,"Artificial Intelligence, Machine Learning",Kuldeep S. Meel,"Bishwamittra Ghosh, Kuldeep S. Meel",2,http://arxiv.org/pdf/2001.01891v1,http://arxiv.org/abs/2001.01891v1,2020-01-07
"Understanding the QuickXPlain Algorithm: Simple Explanation and Formal
  Proof","In his seminal paper of 2004, Ulrich Junker proposed the QuickXPlain
algorithm, which provides a divide-and-conquer computation strategy to find
within a given set an irreducible subset with a particular (monotone) property.
Beside its original application in the domain of constraint satisfaction
problems, the algorithm has since then found widespread adoption in areas as
different as model-based diagnosis, recommender systems, verification, or the
Semantic Web. This popularity is due to the frequent occurrence of the problem
of finding irreducible subsets on the one hand, and to QuickXPlain's general
applicability and favorable computational complexity on the other hand.
  However, although (we regularly experience) people are having a hard time
understanding QuickXPlain and seeing why it works correctly, a proof of
correctness of the algorithm has never been published. This is what we account
for in this work, by explaining QuickXPlain in a novel tried and tested way and
by presenting an intelligible formal proof of it. Apart from showing the
correctness of the algorithm and excluding the later detection of errors (proof
and trust effect), the added value of the availability of a formal proof is,
e.g., (i) that the workings of the algorithm often become completely clear only
after studying, verifying and comprehending the proof (didactic effect), (ii)
the shown proof methodology can be used as a guidance for proving other
recursive algorithms (transfer effect), and (iii) the possibility of providing
""gapless"" correctness proofs of systems that rely on (results computed by)
QuickXPlain, such as numerous model-based debuggers (completeness effect).",cs.AI,"cs.AI, cs.LO, cs.DS",3,Artificial Intelligence,"Artificial Intelligence, Logic in Computer Science, Data Structures and Algorithms",Patrick Rodler,Patrick Rodler,1,http://arxiv.org/pdf/2001.01835v1,http://arxiv.org/abs/2001.01835v1,2020-01-07
Artificial Intelligence for Social Good: A Survey,"Artificial intelligence for social good (AI4SG) is a research theme that aims
to use and advance artificial intelligence to address societal issues and
improve the well-being of the world. AI4SG has received lots of attention from
the research community in the past decade with several successful applications.
Building on the most comprehensive collection of the AI4SG literature to date
with over 1000 contributed papers, we provide a detailed account and analysis
of the work under the theme in the following ways. (1) We quantitatively
analyze the distribution and trend of the AI4SG literature in terms of
application domains and AI techniques used. (2) We propose three conceptual
methods to systematically group the existing literature and analyze the eight
AI4SG application domains in a unified framework. (3) We distill five research
topics that represent the common challenges in AI4SG across various application
domains. (4) We discuss five issues that, we hope, can shed light on the future
development of the AI4SG research.",cs.CY,"cs.AI, cs.CY",2,Computers and Society,"Artificial Intelligence, Computers and Society",Fei Fang,"Zheyuan Ryan Shi, Claire Wang, Fei Fang",3,http://arxiv.org/pdf/2001.01818v1,http://arxiv.org/abs/2001.01818v1,2020-01-07
